apparentTemperature,cloudCover,dateKey,dewPoint,hourKey,humidity,icon,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
55.54,0.87,20180206,50.79,09,0.84,partly-cloudy-night,0.0,0.0,,1014.2,Mostly Cloudy,55.54,1517907600,0.0,3.09,147.0,1.71,0.33
55.25,0.93,20180206,50.88,10,0.85,partly-cloudy-night,0.0,0.0,,1014.17,Mostly Cloudy,55.25,1517911200,0.0,3.75,100.0,1.92,0.33
55.09,0.92,20180206,50.7,11,0.85,partly-cloudy-night,0.0,0.0,,1014.1,Mostly Cloudy,55.09,1517914800,0.0,3.95,103.0,2.47,0.52
55.0,0.98,20180206,50.55,12,0.85,cloudy,0.0,0.0,,1014.14,Overcast,55.0,1517918400,0.0,3.66,102.0,2.4,0.52
55.03,1.0,20180206,50.25,13,0.84,cloudy,0.0,0.0,,1014.22,Overcast,55.03,1517922000,0.0,4.38,132.0,3.98,1.23
55.0,1.0,20180206,50.49,14,0.85,cloudy,0.0,0.0,,1015.09,Overcast,55.0,1517925600,0.0,6.19,125.0,4.41,1.61
55.11,1.0,20180206,50.78,15,0.85,cloudy,0.0,0.0,,1015.83,Overcast,55.11,1517929200,0.0,4.94,96.0,3.36,1.08
55.42,1.0,20180206,50.41,16,0.83,cloudy,0.0,0.0,,1016.27,Overcast,55.42,1517932800,0.0,3.97,81.0,4.02,1.66
56.79,0.98,20180206,51.36,17,0.82,cloudy,0.0,0.0,,1016.93,Overcast,56.79,1517936400,1.0,3.7,79.0,4.06,1.52
60.61,0.52,20180206,52.06,18,0.73,partly-cloudy-day,0.0,0.0,,1016.92,Partly Cloudy,60.61,1517940000,2.0,4.35,96.0,4.32,0.95
65.07,0.0,20180206,51.86,19,0.62,clear-day,0.0,0.0,,1016.78,Clear,65.07,1517943600,4.0,5.15,149.0,5.49,1.23
68.67,0.0,20180206,51.15,20,0.54,clear-day,0.0,0.0,,1016.26,Clear,68.67,1517947200,4.0,6.21,173.0,5.5,1.4
71.04,0.0,20180206,50.62,21,0.49,clear-day,0.0,0.0,,1015.52,Clear,71.04,1517950800,4.0,7.24,187.0,6.65,1.73
72.16,0.0,20180206,50.2,22,0.46,clear-day,0.0,0.0,,1015.16,Clear,72.16,1517954400,3.0,8.39,212.0,7.19,1.88
71.27,0.0,20180206,51.49,23,0.5,clear-day,0.0,0.0,,1015.12,Clear,71.27,1517958000,2.0,9.09,208.0,7.49,2.75
68.92,0.0,20180207,51.92,00,0.55,clear-day,0.0,0.0,,1015.44,Clear,68.92,1517961600,1.0,9.66,212.0,6.84,3.11
65.84,0.0,20180207,52.66,01,0.62,clear-day,0.0,0.0,,1015.92,Clear,65.84,1517965200,0.0,9.94,215.0,5.31,2.34
62.65,0.0,20180207,52.63,02,0.7,clear-night,0.0,0.0,,1016.78,Clear,62.65,1517968800,0.0,10.0,220.0,3.24,0.9
60.71,0.0,20180207,52.38,03,0.74,clear-night,0.0,0.0,,1017.49,Clear,60.71,1517972400,0.0,9.77,256.0,1.59,0.33
59.47,0.0,20180207,52.16,04,0.77,clear-night,0.0,0.0,,1018.16,Clear,59.47,1517976000,0.0,9.0,258.0,1.0,0.01
58.25,0.0,20180207,51.17,05,0.77,clear-night,0.0,0.0,,1018.49,Clear,58.25,1517979600,0.0,7.67,245.0,0.8,0.05
57.3,0.0,20180207,50.36,06,0.78,clear-night,0.0,0.0,,1018.98,Clear,57.3,1517983200,0.0,7.14,8.0,0.86,0.1
56.69,0.0,20180207,49.57,07,0.77,clear-night,0.0,0.0,,1019.54,Clear,56.69,1517986800,0.0,6.48,10.0,1.13,0.28
56.06,0.0,20180207,48.77,08,0.76,clear-night,0.0,0.0,,1019.72,Clear,56.06,1517990400,0.0,6.69,6.0,1.4,0.3
55.73,0.0,20180207,48.33,09,0.76,clear-night,0.0,0.0,,1020.1,Clear,55.73,1517994000,0.0,6.18,350.0,1.18,0.36
54.69,0.0,20180207,47.36,10,0.76,clear-night,0.0,0.0,,1020.33,Clear,54.69,1517997600,0.0,6.23,341.0,1.26,0.24
53.96,0.0,20180207,47.2,11,0.78,clear-night,0.0,0.0,,1020.74,Clear,53.96,1518001200,0.0,6.05,6.0,1.24,0.24
53.45,0.0,20180207,45.86,12,0.75,clear-night,0.0,0.0,,1020.88,Clear,53.45,1518004800,0.0,6.12,358.0,1.59,0.35
53.15,0.04,20180207,44.84,13,0.73,clear-night,0.0,0.0,,1021.43,Clear,53.15,1518008400,0.0,6.53,8.0,1.25,0.3
53.19,0.18,20180207,44.52,14,0.72,clear-night,0.0,0.0,,1021.72,Clear,53.19,1518012000,0.0,6.06,23.0,1.51,0.48
53.12,0.31,20180207,44.52,15,0.73,partly-cloudy-day,0.0,0.0,,1022.28,Partly Cloudy,53.12,1518015600,0.0,4.52,39.0,1.43,0.39
56.62,0.22,20180207,45.81,16,0.67,clear-day,0.0,0.0,,1022.53,Clear,56.62,1518019200,0.0,5.26,43.0,1.89,0.64
63.49,0.17,20180207,43.45,17,0.48,clear-day,0.0,0.0,,1022.93,Clear,63.49,1518022800,1.0,8.37,52.0,3.1,0.65
70.48,0.08,20180207,40.29,18,0.33,clear-day,0.0,0.0,,1022.92,Clear,70.48,1518026400,3.0,9.35,13.0,3.7,0.45
76.25,0.0,20180207,33.97,19,0.21,clear-day,0.0,0.0,,1022.75,Clear,76.25,1518030000,4.0,10.0,57.0,4.67,0.68
80.08,0.0,20180207,29.17,20,0.16,clear-day,0.0,0.0,,1022.11,Clear,80.08,1518033600,5.0,10.0,95.0,5.45,0.41
81.78,0.0,20180207,28.44,21,0.14,clear-day,0.0,0.0,,1020.95,Clear,81.78,1518037200,4.0,10.0,257.0,6.47,0.68
82.83,0.0,20180207,28.32,22,0.14,clear-day,0.0,0.0,,1020.21,Clear,82.83,1518040800,3.0,10.0,268.0,7.96,1.33
82.02,0.0,20180207,30.76,23,0.16,clear-day,0.0,0.0,,1019.75,Clear,82.02,1518044400,2.0,10.0,256.0,8.98,2.09
77.68,0.0,20180208,36.66,00,0.23,clear-day,0.0,0.0,,1020.02,Clear,77.68,1518048000,1.0,10.0,271.0,8.25,2.42
72.42,0.0,20180208,41.0,01,0.32,clear-day,0.0,0.0,,1020.04,Clear,72.42,1518051600,0.0,7.8,281.0,7.58,2.19
68.29,0.06,20180208,41.06,02,0.37,clear-night,0.0,0.0,,1020.18,Clear,68.29,1518055200,0.0,7.64,319.0,5.89,1.7
65.38,0.0,20180208,43.14,03,0.44,clear-night,0.0,0.0,,1020.58,Clear,65.38,1518058800,0.0,8.27,330.0,3.35,0.87
63.83,0.0,20180208,40.46,04,0.42,clear-night,0.0,0.0,,1020.88,Clear,63.83,1518062400,0.0,9.13,18.0,2.42,0.71
62.26,0.0,20180208,40.5,05,0.45,clear-night,0.0,0.0,,1021.03,Clear,62.26,1518066000,0.0,7.21,35.0,2.05,0.54
60.83,0.0,20180208,41.85,06,0.5,clear-night,0.0,0.0,,1021.05,Clear,60.83,1518069600,0.0,6.42,44.0,2.06,0.56
59.96,0.0,20180208,41.04,07,0.5,clear-night,0.0,0.0,,1020.86,Clear,59.96,1518073200,0.0,6.24,43.0,2.58,0.5
59.14,0.0,20180208,38.36,08,0.46,clear-night,0.0,0.0,,1020.77,Clear,59.14,1518076800,0.0,6.42,30.0,2.1,0.61
58.05,0.0,20180208,36.36,09,0.44,clear-night,0.0,0.0,,1020.66,Clear,58.05,1518080400,0.0,7.68,16.0,1.9,0.4
57.16,0.0,20180208,37.14,10,0.47,clear-night,0.0,0.0,,1020.68,Clear,57.16,1518084000,0.0,7.83,26.0,1.62,0.39
56.69,0.0,20180208,36.13,11,0.46,clear-night,0.0,0.0,,1020.49,Clear,56.69,1518087600,0.0,8.61,3.0,1.83,0.59
56.03,0.0,20180208,35.29,12,0.46,clear-night,0.0,0.0,,1020.12,Clear,56.03,1518091200,0.0,9.21,28.0,1.97,0.58
55.01,0.0,20180208,33.01,13,0.43,clear-night,0.0,0.0,,1019.89,Clear,55.01,1518094800,0.0,9.67,26.0,1.94,0.58
54.9,0.0,20180208,33.11,14,0.43,clear-night,0.0,0.0,,1019.9,Clear,54.9,1518098400,0.0,10.0,18.0,1.82,0.63
56.08,0.0,20180208,30.85,15,0.38,clear-day,0.0,0.0,,1020.16,Clear,56.08,1518102000,0.0,9.76,347.0,2.38,1.05
60.44,0.0,20180208,34.38,16,0.37,clear-day,0.0,0.0,,1020.32,Clear,60.44,1518105600,0.0,10.0,350.0,2.26,0.66
69.16,0.0,20180208,30.95,17,0.24,clear-day,0.0,0.0,,1020.15,Clear,69.16,1518109200,1.0,10.0,343.0,2.73,0.52
74.1,0.0,20180208,30.08,18,0.2,clear-day,0.0,0.0,,1019.84,Clear,74.1,1518112800,3.0,10.0,358.0,2.84,0.49
79.05,0.0,20180208,27.19,19,0.15,clear-day,0.0,0.0,,1019.46,Clear,79.05,1518116400,4.0,10.0,350.0,4.08,0.19
81.8,0.0,20180208,27.42,20,0.14,clear-day,0.0,0.0,,1018.51,Clear,81.8,1518120000,5.0,10.0,251.0,5.82,0.41
83.53,0.0,20180208,28.78,21,0.14,clear-day,0.0,0.0,,1017.42,Clear,83.53,1518123600,4.0,10.0,254.0,7.43,1.75
83.28,0.0,20180208,29.46,22,0.14,clear-day,0.0,0.0,,1016.57,Clear,83.28,1518127200,3.0,10.0,274.0,8.49,2.47
81.73,0.0,20180208,31.34,23,0.16,clear-day,0.0,0.0,,1015.77,Clear,81.73,1518130800,2.0,10.0,280.0,8.04,1.93
80.97,0.0,20180209,30.27,00,0.16,clear-day,0.0,0.0,,1015.35,Clear,80.97,1518134400,1.0,10.0,285.0,7.4,2.38
76.76,0.0,20180209,33.06,01,0.2,clear-day,0.0,0.0,,1015.76,Clear,76.76,1518138000,0.0,10.0,283.0,6.79,2.31
71.04,0.0,20180209,35.46,02,0.27,clear-night,0.0,0.0,,1015.94,Clear,71.04,1518141600,0.0,10.0,297.0,5.44,1.85
68.07,0.0,20180209,38.9,03,0.34,clear-night,0.0,0.0,,1016.17,Clear,68.07,1518145200,0.0,10.0,298.0,3.77,0.81
66.37,0.0,20180209,41.24,04,0.4,clear-night,0.0,0.0,,1016.19,Clear,66.37,1518148800,0.0,10.0,338.0,3.22,0.15
64.51,0.0,20180209,41.07,05,0.42,clear-night,0.0,0.0,,1016.22,Clear,64.51,1518152400,0.0,10.0,55.0,2.19,0.53
62.34,0.0,20180209,38.93,06,0.42,clear-night,0.0,0.0,,1016.2,Clear,62.34,1518156000,0.0,10.0,53.0,1.64,0.73
61.21,0.0,20180209,38.02,07,0.42,clear-night,0.0,0.0,,1016.09,Clear,61.21,1518159600,0.0,10.0,56.0,1.31,0.39
59.93,0.0,20180209,37.71,08,0.44,clear-night,0.0,0.0,,1015.63,Clear,59.93,1518163200,0.0,10.0,7.0,1.63,0.49
59.53,0.0,20180209,37.05,09,0.43,clear-night,0.0,0.0,,1015.53,Clear,59.53,1518166800,0.0,10.0,6.0,1.23,0.38
57.8,0.0,20180209,35.97,10,0.44,clear-night,0.0,0.0,,1015.34,Clear,57.8,1518170400,0.0,10.0,42.0,1.67,0.23
56.94,0.0,20180209,37.44,11,0.48,clear-night,0.0,0.0,,1015.36,Clear,56.94,1518174000,0.0,10.0,40.0,1.66,0.28
56.39,0.0,20180209,38.36,12,0.51,clear-night,0.0,0.0,,1015.2,Clear,56.39,1518177600,0.0,10.0,45.0,1.61,0.3
54.74,0.0,20180209,38.0,13,0.53,clear-night,0.0,0.0,,1015.3,Clear,54.74,1518181200,0.0,9.9,56.0,2.13,0.59
54.98,0.34,20180209,40.6,14,0.58,partly-cloudy-night,0.0,0.0,,1015.57,Partly Cloudy,54.98,1518184800,0.0,9.4,79.0,1.88,0.35
56.32,0.62,20180209,42.07,15,0.59,partly-cloudy-day,0.0,0.0,,1016.03,Mostly Cloudy,56.32,1518188400,0.0,6.64,90.0,1.98,0.72
58.43,0.58,20180209,45.61,16,0.62,partly-cloudy-day,0.0,0.0,,1016.49,Partly Cloudy,58.43,1518192000,0.0,3.78,112.0,3.23,1.33
61.23,0.66,20180209,47.21,17,0.6,partly-cloudy-day,0.0,0.0,,1016.84,Mostly Cloudy,61.23,1518195600,1.0,4.81,116.0,3.96,1.97
64.86,0.33,20180209,48.58,18,0.56,partly-cloudy-day,0.0,0.0,,1016.77,Partly Cloudy,64.86,1518199200,3.0,6.76,130.0,6.22,2.46
68.17,0.14,20180209,49.61,19,0.51,clear-day,0.0,0.0,,1016.45,Clear,68.17,1518202800,4.0,8.39,137.0,7.77,3.04
70.04,0.02,20180209,49.77,20,0.49,clear-day,0.0,0.0,,1015.36,Clear,70.04,1518206400,5.0,9.59,155.0,8.25,3.02
71.15,0.0,20180209,51.0,21,0.49,clear-day,0.0,0.0,,1014.29,Clear,71.15,1518210000,4.0,9.89,178.0,7.92,3.29
71.46,0.0,20180209,51.84,22,0.5,clear-day,0.0,0.0,,1013.44,Clear,71.46,1518213600,3.0,10.0,184.0,7.83,2.85
70.68,0.03,20180209,51.77,23,0.51,clear-day,0.0,0.0,,1012.96,Clear,70.68,1518217200,2.0,10.0,189.0,7.58,2.69
68.88,0.01,20180210,52.17,00,0.55,clear-day,0.0,0.0,,1012.97,Clear,68.88,1518220800,1.0,10.0,193.0,5.92,2.53
66.46,0.04,20180210,52.43,01,0.61,clear-day,0.0,0.0,,1013.13,Clear,66.46,1518224400,0.0,10.0,201.0,5.4,2.08
62.99,0.1,20180210,52.98,02,0.7,clear-night,0.0,0.0,,1013.24,Clear,62.99,1518228000,0.0,10.0,187.0,2.97,1.04
60.76,0.11,20180210,52.96,03,0.75,clear-night,0.0,0.0,,1013.44,Clear,60.76,1518231600,0.0,10.0,171.0,2.79,0.97
59.28,0.33,20180210,52.55,04,0.78,partly-cloudy-night,0.0,0.0,,1013.68,Partly Cloudy,59.28,1518235200,0.0,8.84,157.0,3.01,1.13
58.24,0.53,20180210,52.43,05,0.81,partly-cloudy-night,0.0,0.0,,1014.21,Partly Cloudy,58.24,1518238800,0.0,7.64,166.0,2.96,0.65
57.65,0.76,20180210,52.19,06,0.82,partly-cloudy-night,0.0,0.0,,1014.49,Mostly Cloudy,57.65,1518242400,0.0,6.79,151.0,2.89,0.89
57.34,0.87,20180210,52.23,07,0.83,partly-cloudy-night,0.0,0.0,,1014.22,Mostly Cloudy,57.34,1518246000,0.0,6.74,126.0,4.09,1.35
57.22,0.89,20180210,52.08,08,0.83,partly-cloudy-night,0.0,0.0,,1014.2,Mostly Cloudy,57.22,1518249600,0.0,7.35,129.0,3.98,1.25
56.92,0.98,20180210,51.81,09,0.83,cloudy,0.0,0.0,,1013.95,Overcast,56.92,1518253200,0.0,8.13,113.0,4.57,1.9
56.68,1.0,20180210,51.32,10,0.82,cloudy,0.0,0.0,,1013.59,Overcast,56.68,1518256800,0.0,9.22,123.0,4.57,1.32
56.48,1.0,20180210,50.98,11,0.82,cloudy,0.0,0.0,,1013.14,Overcast,56.48,1518260400,0.0,9.31,108.0,4.79,1.63
56.53,1.0,20180210,50.7,12,0.81,cloudy,0.0,0.0,,1012.9,Overcast,56.53,1518264000,0.0,9.24,100.0,3.77,1.14
56.57,1.0,20180210,50.37,13,0.8,cloudy,0.0,0.0,,1012.85,Overcast,56.57,1518267600,0.0,9.55,82.0,3.44,1.15
56.59,1.0,20180210,50.24,14,0.79,cloudy,0.0,0.0,,1013.16,Overcast,56.59,1518271200,0.0,9.15,78.0,4.16,1.63
56.52,1.0,20180210,50.06,15,0.79,cloudy,0.0,0.0,,1013.57,Overcast,56.52,1518274800,0.0,8.8,69.0,3.02,1.15
56.96,1.0,20180210,50.0,16,0.78,cloudy,0.0,0.0,,1013.58,Overcast,56.96,1518278400,0.0,9.01,76.0,3.94,1.62
58.01,1.0,20180210,50.35,17,0.76,cloudy,0.0,0.0,,1013.73,Overcast,58.01,1518282000,1.0,9.28,78.0,4.72,1.67
59.44,1.0,20180210,50.65,18,0.73,cloudy,0.0,0.0,,1013.77,Overcast,59.44,1518285600,2.0,9.46,88.0,5.69,2.42
61.02,1.0,20180210,50.79,19,0.69,cloudy,0.0,0.0,,1013.53,Overcast,61.02,1518289200,3.0,9.52,112.0,6.4,2.3
62.48,1.0,20180210,51.25,20,0.67,cloudy,0.0,0.0,,1012.7,Overcast,62.48,1518292800,3.0,9.92,133.0,7.11,2.44
63.77,0.92,20180210,51.35,21,0.64,partly-cloudy-day,0.0,0.0,,1011.44,Mostly Cloudy,63.77,1518296400,3.0,10.0,152.0,7.32,1.71
64.56,0.9,20180210,51.65,22,0.63,partly-cloudy-day,0.0,0.0,,1010.49,Mostly Cloudy,64.56,1518300000,2.0,10.0,170.0,8.71,3.13
64.68,0.83,20180210,52.17,23,0.64,partly-cloudy-day,0.0,0.0,,1010.15,Mostly Cloudy,64.68,1518303600,2.0,10.0,183.0,8.44,2.99
63.74,0.82,20180211,52.35,00,0.66,partly-cloudy-day,0.0,0.0,,1010.43,Mostly Cloudy,63.74,1518307200,1.0,10.0,205.0,7.05,2.82
62.49,0.61,20180211,52.38,01,0.7,partly-cloudy-day,0.0,0.0,,1010.37,Mostly Cloudy,62.49,1518310800,0.0,10.0,202.0,6.48,2.89
60.54,0.58,20180211,52.19,02,0.74,partly-cloudy-night,0.0,0.0,,1010.71,Partly Cloudy,60.54,1518314400,0.0,10.0,194.0,4.01,1.56
59.62,0.39,20180211,52.08,03,0.76,partly-cloudy-night,0.0,0.0,,1011.2,Partly Cloudy,59.62,1518318000,0.0,10.0,170.0,2.33,0.71
58.86,0.28,20180211,51.95,04,0.78,partly-cloudy-night,0.0,0.0,,1011.57,Partly Cloudy,58.86,1518321600,0.0,10.0,130.0,1.82,0.21
57.69,0.05,20180211,51.29,05,0.79,clear-night,0.0,0.0,,1011.91,Clear,57.69,1518325200,0.0,10.0,103.0,1.18,0.11
56.79,0.09,20180211,50.74,06,0.8,clear-night,0.0,0.0,,1012.31,Clear,56.79,1518328800,0.0,10.0,72.0,0.94,0.05
55.79,0.13,20180211,50.22,07,0.82,clear-night,0.0,0.0,,1012.45,Clear,55.79,1518332400,0.0,9.01,327.0,0.96,0.14
54.88,0.07,20180211,49.66,08,0.83,clear-night,0.0,0.0,,1012.88,Clear,54.88,1518336000,0.0,8.92,343.0,1.04,0.28
54.29,0.0,20180211,49.32,09,0.83,clear-night,0.0,0.0,,1013.12,Clear,54.29,1518339600,0.0,8.83,18.0,1.08,0.29
53.94,0.0,20180211,48.82,10,0.83,clear-night,0.0,0.0,,1012.82,Clear,53.94,1518343200,0.0,8.27,24.0,1.4,0.28
53.36,0.0,20180211,48.34,11,0.83,clear-night,0.0,0.0,,1012.51,Clear,53.36,1518346800,0.0,7.81,27.0,1.4,0.38
52.93,0.0,20180211,47.03,12,0.8,clear-night,0.0,0.0,,1012.39,Clear,52.93,1518350400,0.0,8.03,20.0,1.81,0.45
52.3,0.0,20180211,46.27,13,0.8,clear-night,0.0,0.0,,1012.3,Clear,52.3,1518354000,0.0,7.97,10.0,2.08,0.78
51.81,0.0,20180211,45.57,14,0.79,clear-night,0.0,0.0,,1012.35,Clear,51.81,1518357600,0.0,8.1,18.0,2.3,0.56
51.61,0.04,20180211,44.95,15,0.78,clear-day,0.0,0.0,,1013.01,Clear,51.61,1518361200,0.0,6.12,30.0,2.25,0.91
54.32,0.02,20180211,46.08,16,0.74,clear-day,0.0,0.0,,1013.75,Clear,54.32,1518364800,0.0,7.11,21.0,2.85,0.75
59.51,0.01,20180211,47.73,17,0.65,clear-day,0.0,0.0,,1013.7,Clear,59.51,1518368400,2.0,7.8,41.0,2.76,0.48
64.27,0.01,20180211,45.89,18,0.51,clear-day,0.0,0.0,,1013.2,Clear,64.27,1518372000,3.0,9.77,310.0,4.13,0.41
67.8,0.0,20180211,41.6,19,0.38,clear-day,0.0,0.0,,1012.79,Clear,67.8,1518375600,4.0,10.0,254.0,6.03,0.82
69.71,0.03,20180211,39.32,20,0.33,clear-day,0.0,0.0,,1011.69,Clear,69.71,1518379200,5.0,10.0,239.0,7.79,1.9
70.1,0.08,20180211,42.92,21,0.37,clear-day,0.0,0.0,,1010.9,Clear,70.1,1518382800,4.0,10.0,241.0,9.06,3.38
70.44,0.09,20180211,42.69,22,0.37,clear-day,0.0,0.0,,1010.73,Clear,70.44,1518386400,3.0,10.0,238.0,10.24,4.46
68.61,0.04,20180211,43.92,23,0.41,clear-day,0.0,0.0,,1010.65,Clear,68.61,1518390000,2.0,10.0,237.0,12.41,5.37
66.21,0.0,20180212,44.2,00,0.45,clear-day,0.0,0.0,,1010.53,Clear,66.21,1518393600,1.0,10.0,235.0,12.64,5.78
64.09,0.01,20180212,43.91,01,0.48,clear-day,0.0,0.0,,1010.7,Clear,64.09,1518397200,0.0,10.0,235.0,9.69,4.51
61.27,0.0,20180212,45.34,02,0.56,clear-night,0.0,0.0,,1011.13,Clear,61.27,1518400800,0.0,10.0,232.0,7.31,2.86
60.05,0.01,20180212,47.21,03,0.63,clear-night,0.0,0.0,,1011.81,Clear,60.05,1518404400,0.0,10.0,226.0,4.54,1.43
58.63,0.04,20180212,48.48,04,0.69,clear-night,0.0,0.0,,1011.73,Clear,58.63,1518408000,0.0,10.0,180.0,3.89,1.36
57.37,0.13,20180212,48.98,05,0.74,clear-night,0.0,0.0,,1012.12,Clear,57.37,1518411600,0.0,10.0,142.0,2.21,0.71
56.66,0.18,20180212,49.42,06,0.77,clear-night,0.0,0.0,,1011.76,Clear,56.66,1518415200,0.0,10.0,123.0,2.36,0.92
56.24,0.22,20180212,49.98,07,0.79,clear-night,0.0,0.0,,1011.15,Clear,56.24,1518418800,0.0,10.0,121.0,2.34,0.42
55.63,0.69,20180212,49.75,08,0.81,partly-cloudy-night,0.0,0.0,,1011.45,Mostly Cloudy,55.63,1518422400,0.0,10.0,179.0,2.35,0.32
55.67,0.75,20180212,49.95,09,0.81,partly-cloudy-night,0.0,0.0,,1010.83,Mostly Cloudy,55.67,1518426000,0.0,10.0,198.0,3.99,0.8
55.36,0.58,20180212,49.97,10,0.82,partly-cloudy-night,0.0,0.0,,1010.31,Partly Cloudy,55.36,1518429600,0.0,10.0,212.0,4.25,1.21
54.77,0.58,20180212,48.88,11,0.8,partly-cloudy-night,0.0,0.0,,1009.86,Partly Cloudy,54.77,1518433200,0.0,9.95,206.0,3.93,0.92
54.45,0.79,20180212,48.0,12,0.79,partly-cloudy-night,0.0,0.0,,1009.98,Mostly Cloudy,54.45,1518436800,0.0,10.0,234.0,5.37,1.21
54.27,0.82,20180212,47.29,13,0.77,partly-cloudy-night,0.0,0.0,,1009.92,Mostly Cloudy,54.27,1518440400,0.0,10.0,211.0,4.44,0.95
53.76,0.82,20180212,46.76,14,0.77,partly-cloudy-night,0.0,0.0,,1010.17,Mostly Cloudy,53.76,1518444000,0.0,10.0,162.0,3.2,0.6
53.11,0.52,20180212,46.2,15,0.77,partly-cloudy-day,0.0,0.0,,1010.54,Partly Cloudy,53.11,1518447600,0.0,10.0,127.0,2.23,0.48
55.4,0.15,20180212,46.66,16,0.72,clear-day,0.0,0.0,,1010.76,Clear,55.4,1518451200,0.0,10.0,135.0,3.69,0.62
57.85,0.28,20180212,46.14,17,0.65,partly-cloudy-day,0.0,0.0,,1010.8,Partly Cloudy,57.85,1518454800,1.0,10.0,170.0,5.76,1.64
59.27,0.51,20180212,45.45,18,0.6,partly-cloudy-day,0.0,0.0,,1011.03,Partly Cloudy,59.27,1518458400,3.0,10.0,195.0,7.26,2.86
60.71,0.65,20180212,44.86,19,0.56,partly-cloudy-day,0.0,0.0,,1011.14,Mostly Cloudy,60.71,1518462000,3.0,10.0,204.0,10.1,3.44
61.45,0.55,20180212,45.03,20,0.55,partly-cloudy-day,0.0,0.0,,1010.82,Partly Cloudy,61.45,1518465600,4.0,10.0,217.0,11.62,3.96
61.53,0.51,20180212,44.59,21,0.54,partly-cloudy-day,0.0,0.0,,1010.24,Partly Cloudy,61.53,1518469200,4.0,10.0,227.0,13.36,5.37
61.16,0.34,20180212,44.25,22,0.54,partly-cloudy-day,0.0,0.0,,1010.32,Partly Cloudy,61.16,1518472800,3.0,10.0,220.0,14.51,5.68
60.61,0.31,20180212,43.24,23,0.53,partly-cloudy-day,0.0,0.0,,1010.37,Partly Cloudy,60.61,1518476400,2.0,10.0,225.0,13.7,6.35
59.64,0.2,20180213,42.63,00,0.53,clear-day,0.0,0.0,,1010.46,Clear,59.64,1518480000,1.0,10.0,223.0,12.82,5.88
57.99,0.27,20180213,42.53,01,0.56,partly-cloudy-day,0.0,0.0,,1011.08,Partly Cloudy,57.99,1518483600,0.0,10.0,218.0,10.33,4.65
56.53,0.5,20180213,42.82,02,0.6,partly-cloudy-night,0.0,0.0,,1011.88,Partly Cloudy,56.53,1518487200,0.0,10.0,219.0,7.42,3.17
55.48,0.74,20180213,43.36,03,0.64,partly-cloudy-night,0.0,0.0,,1012.59,Mostly Cloudy,55.48,1518490800,0.0,10.0,216.0,5.18,1.86
54.59,0.8,20180213,44.25,04,0.68,partly-cloudy-night,0.0,0.0,,1013.5,Mostly Cloudy,54.59,1518494400,0.0,10.0,219.0,6.02,1.7
53.87,0.9,20180213,44.31,05,0.7,partly-cloudy-night,0.0003,0.08,rain,1014.26,Mostly Cloudy,53.87,1518498000,0.0,10.0,215.0,4.87,0.76
52.89,0.85,20180213,44.43,06,0.73,partly-cloudy-night,0.0036,0.25,rain,1014.81,Mostly Cloudy,52.89,1518501600,0.0,10.0,121.0,3.68,0.31
51.79,0.82,20180213,44.5,07,0.76,partly-cloudy-night,0.005,0.33,rain,1015.18,Mostly Cloudy,51.79,1518505200,0.0,10.0,81.0,3.49,0.62
51.03,0.91,20180213,44.53,08,0.78,partly-cloudy-night,0.0019,0.23,rain,1015.3,Mostly Cloudy,51.03,1518508800,0.0,10.0,56.0,2.7,0.62
50.82,0.93,20180213,44.43,09,0.79,partly-cloudy-night,0.0,0.0,,1015.57,Mostly Cloudy,50.82,1518512400,0.0,10.0,67.0,1.89,0.76
50.67,0.8,20180213,44.42,10,0.79,partly-cloudy-night,0.0,0.0,,1016.13,Mostly Cloudy,50.67,1518516000,0.0,10.0,62.0,1.93,0.66
50.49,0.89,20180213,44.04,11,0.78,partly-cloudy-night,0.0,0.0,,1016.6,Mostly Cloudy,50.49,1518519600,0.0,10.0,70.0,1.39,0.42
50.08,0.78,20180213,44.05,12,0.8,partly-cloudy-night,0.0,0.0,,1016.89,Mostly Cloudy,50.08,1518523200,0.0,9.77,69.0,2.12,0.8
49.96,0.84,20180213,43.53,13,0.78,partly-cloudy-night,0.0,0.0,,1017.38,Mostly Cloudy,49.96,1518526800,0.0,10.0,87.0,2.78,1.14
50.06,0.73,20180213,43.32,14,0.78,partly-cloudy-night,0.0,0.0,,1017.93,Mostly Cloudy,50.06,1518530400,0.0,10.0,81.0,3.68,1.54
50.34,0.78,20180213,43.12,15,0.76,partly-cloudy-day,0.0,0.0,,1018.48,Mostly Cloudy,50.34,1518534000,0.0,10.0,64.0,4.3,1.92
52.74,0.69,20180213,43.88,16,0.72,partly-cloudy-day,0.0,0.0,,1019.2,Mostly Cloudy,52.74,1518537600,0.0,10.0,64.0,5.6,2.74
56.05,0.68,20180213,43.47,17,0.63,partly-cloudy-day,0.0,0.0,,1019.87,Mostly Cloudy,56.05,1518541200,1.0,10.0,78.0,7.64,3.46
59.43,0.34,20180213,42.57,18,0.54,partly-cloudy-day,0.0,0.0,,1020.4,Partly Cloudy,59.43,1518544800,3.0,10.0,105.0,8.64,3.64
61.79,0.24,20180213,41.89,19,0.48,clear-day,0.0,0.0,,1020.69,Clear,61.79,1518548400,4.0,10.0,125.0,9.36,3.56
