apparentTemperature,cloudCover,dateKey,dewPoint,hourKey,humidity,icon,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
53.41,0.68,20171231,45.57,08,0.75,partly-cloudy-night,0.0,0.0,,1018.19,Mostly Cloudy,53.41,1514707200,0.0,2.17,32.0,1.18,0.33
53.08,0.8,20171231,45.15,09,0.74,fog,0.0,0.0,,1017.66,Foggy,53.08,1514710800,0.0,1.31,68.0,1.14,0.32
52.68,0.92,20171231,45.64,10,0.77,fog,0.0,0.0,,1017.89,Foggy,52.68,1514714400,0.0,1.15,176.0,0.98,0.02
53.03,0.92,20171231,46.13,11,0.77,fog,0.0,0.0,,1018.18,Foggy,53.03,1514718000,0.0,1.0,3.0,1.02,0.1
52.74,0.83,20171231,46.2,12,0.78,fog,0.0,0.0,,1017.81,Foggy,52.74,1514721600,0.0,1.48,54.0,1.18,0.18
52.8,0.81,20171231,46.51,13,0.79,fog,0.0,0.0,,1018.46,Foggy,52.8,1514725200,0.0,1.67,19.0,0.99,0.07
52.53,0.82,20171231,46.47,14,0.8,fog,0.0,0.0,,1018.94,Foggy,52.53,1514728800,0.0,1.64,43.0,1.3,0.29
51.88,0.92,20171231,45.73,15,0.79,fog,0.0,0.0,,1019.35,Foggy,51.88,1514732400,0.0,1.48,52.0,1.29,0.38
51.6,0.88,20171231,46.11,16,0.81,fog,0.0,0.0,,1019.8,Foggy,51.6,1514736000,0.0,1.3,56.0,1.25,0.21
53.89,0.88,20171231,47.31,17,0.78,fog,0.0,0.0,,1020.19,Foggy,53.89,1514739600,1.0,0.63,79.0,1.36,0.24
56.61,0.8,20171231,47.8,18,0.72,fog,0.0,0.0,,1020.47,Foggy,56.61,1514743200,2.0,1.87,112.0,1.98,0.32
60.37,0.24,20171231,48.22,19,0.64,clear-day,0.0,0.0,,1020.2,Clear,60.37,1514746800,2.0,3.3,180.0,3.01,0.49
63.87,0.08,20171231,47.54,20,0.55,clear-day,0.0,0.0,,1019.13,Clear,63.87,1514750400,3.0,4.26,172.0,3.5,0.59
66.15,0.04,20171231,46.53,21,0.49,clear-day,0.0,0.0,,1018.23,Clear,66.15,1514754000,3.0,5.69,176.0,4.42,1.09
67.13,0.0,20171231,46.76,22,0.48,clear-day,0.0,0.0,,1017.84,Clear,67.13,1514757600,2.0,6.76,204.0,7.53,2.75
66.07,0.06,20171231,48.52,23,0.53,clear-day,0.0,0.0,,1017.79,Clear,66.07,1514761200,1.0,8.2,224.0,7.44,2.75
63.86,0.0,20180101,50.04,00,0.61,clear-day,0.0,0.0,,1017.87,Clear,63.86,1514764800,0.0,7.97,245.0,6.28,2.24
60.54,0.13,20180101,50.5,01,0.69,clear-night,0.0,0.0,,1018.15,Clear,60.54,1514768400,0.0,6.63,250.0,3.1,0.99
58.39,0.24,20180101,50.69,02,0.76,clear-night,0.0,0.0,,1019.01,Clear,58.39,1514772000,0.0,6.68,251.0,4.34,1.54
57.29,0.04,20180101,50.46,03,0.78,clear-night,0.0,0.0,,1019.52,Clear,57.29,1514775600,0.0,5.3,282.0,2.44,0.58
56.29,0.0,20180101,49.93,04,0.79,clear-night,0.0,0.0,,1019.85,Clear,56.29,1514779200,0.0,5.2,324.0,1.86,0.41
55.17,0.0,20180101,48.83,05,0.79,clear-night,0.0,0.0,,1020.03,Clear,55.17,1514782800,0.0,3.99,337.0,1.22,0.22
54.14,0.0,20180101,48.14,06,0.8,clear-night,0.0,0.0,,1020.54,Clear,54.14,1514786400,0.0,3.27,352.0,0.79,0.08
53.55,0.0,20180101,47.68,07,0.8,clear-night,0.0,0.0,,1021.16,Clear,53.55,1514790000,0.0,3.02,44.0,1.14,0.24
53.14,0.0,20180101,47.19,08,0.8,clear-night,0.0,0.0,,1021.06,Clear,53.14,1514793600,0.0,2.59,23.0,1.47,0.37
51.81,0.0,20180101,45.98,09,0.8,clear-night,0.0,0.0,,1020.54,Clear,51.81,1514797200,0.0,2.21,41.0,0.96,0.25
51.08,0.07,20180101,45.03,10,0.8,clear-night,0.0,0.0,,1020.61,Clear,51.08,1514800800,0.0,2.0,52.0,0.81,0.2
50.05,0.02,20180101,44.48,11,0.81,fog,0.0,0.0,,1020.37,Foggy,50.05,1514804400,0.0,1.89,30.0,1.05,0.26
49.87,0.05,20180101,43.65,12,0.79,clear-night,0.0,0.0,,1020.6,Clear,49.87,1514808000,0.0,2.07,13.0,0.75,0.1
49.05,0.16,20180101,43.24,13,0.8,clear-night,0.0,0.0,,1020.53,Clear,49.05,1514811600,0.0,2.54,23.0,0.86,0.33
48.86,0.22,20180101,43.14,14,0.81,clear-night,0.0,0.0,,1020.32,Clear,48.86,1514815200,0.0,3.12,37.0,1.61,0.56
48.91,0.11,20180101,42.51,15,0.78,clear-night,0.0,0.0,,1020.39,Clear,48.91,1514818800,0.0,2.96,18.0,1.17,0.27
49.95,0.01,20180101,43.15,16,0.77,clear-day,0.0,0.0,,1020.98,Clear,49.95,1514822400,0.0,3.31,19.0,0.65,0.06
55.04,0.01,20180101,46.06,17,0.72,clear-day,0.0,0.0,,1021.8,Clear,55.04,1514826000,1.0,3.89,80.0,1.02,0.11
60.11,0.0,20180101,46.75,18,0.61,clear-day,0.0,0.0,,1022.55,Clear,60.11,1514829600,2.0,5.43,17.0,2.16,0.04
64.98,0.01,20180101,45.97,19,0.5,clear-day,0.0,0.0,,1021.79,Clear,64.98,1514833200,3.0,5.06,102.0,2.81,0.29
67.86,0.01,20180101,45.56,20,0.45,clear-day,0.0,0.0,,1020.65,Clear,67.86,1514836800,3.0,5.14,207.0,2.92,0.46
69.3,0.09,20180101,44.71,21,0.41,clear-day,0.0,0.0,,1019.1,Clear,69.3,1514840400,3.0,5.06,211.0,2.77,0.45
71.04,0.19,20180101,44.66,22,0.39,clear-day,0.0,0.0,,1018.37,Clear,71.04,1514844000,2.0,5.34,226.0,4.41,1.2
67.47,0.02,20180101,49.22,23,0.52,clear-day,0.0,0.0,,1018.93,Clear,67.47,1514847600,1.0,5.36,242.0,6.13,2.32
64.83,0.02,20180102,50.78,00,0.6,clear-day,0.0,0.0,,1019.35,Clear,64.83,1514851200,0.0,5.91,257.0,5.71,2.21
63.03,0.0,20180102,51.27,01,0.65,clear-night,0.0,0.0,,1019.45,Clear,63.03,1514854800,0.0,7.03,261.0,4.43,1.38
60.55,0.04,20180102,52.0,02,0.73,clear-night,0.0,0.0,,1020.02,Clear,60.55,1514858400,0.0,8.91,268.0,5.1,1.43
59.02,0.04,20180102,50.26,03,0.73,clear-night,0.0,0.0,,1020.26,Clear,59.02,1514862000,0.0,9.19,325.0,1.38,0.32
57.33,0.0,20180102,49.75,04,0.76,clear-night,0.0,0.0,,1020.28,Clear,57.33,1514865600,0.0,7.94,36.0,1.12,0.18
56.13,0.0,20180102,48.31,05,0.75,clear-night,0.0,0.0,,1020.23,Clear,56.13,1514869200,0.0,6.31,42.0,1.29,0.19
55.31,0.0,20180102,47.43,06,0.75,clear-night,0.0,0.0,,1020.88,Clear,55.31,1514872800,0.0,5.52,67.0,1.01,0.08
55.08,0.0,20180102,47.17,07,0.75,clear-night,0.0,0.0,,1021.3,Clear,55.08,1514876400,0.0,5.55,36.0,0.77,0.08
54.98,0.0,20180102,46.77,08,0.74,clear-night,0.0,0.0,,1021.18,Clear,54.98,1514880000,0.0,5.96,14.0,0.76,0.12
54.7,0.0,20180102,46.54,09,0.74,clear-night,0.0,0.0,,1021.25,Clear,54.7,1514883600,0.0,5.37,349.0,0.74,0.08
54.61,0.0,20180102,46.49,10,0.74,clear-night,0.0,0.0,,1021.0,Clear,54.61,1514887200,0.0,6.18,20.0,1.11,0.24
54.33,0.0,20180102,46.92,11,0.76,clear-night,0.0,0.0,,1020.77,Clear,54.33,1514890800,0.0,4.99,20.0,0.65,0.11
54.73,0.0,20180102,46.77,12,0.74,clear-night,0.0,0.0,,1020.84,Clear,54.73,1514894400,0.0,6.1,306.0,1.1,0.22
55.1,0.11,20180102,46.89,13,0.74,clear-night,0.0,0.0,,1021.05,Clear,55.1,1514898000,0.0,5.41,304.0,1.41,0.18
54.88,0.41,20180102,46.61,14,0.74,partly-cloudy-night,0.0,0.0,,1021.15,Partly Cloudy,54.88,1514901600,0.0,5.57,58.0,1.16,0.3
54.32,0.63,20180102,46.67,15,0.75,partly-cloudy-night,0.0,0.0,,1021.03,Mostly Cloudy,54.32,1514905200,0.0,4.6,42.0,1.8,0.44
54.89,0.4,20180102,46.63,16,0.74,partly-cloudy-day,0.0,0.0,,1020.98,Partly Cloudy,54.89,1514908800,0.0,3.42,51.0,1.82,0.4
57.5,0.38,20180102,48.48,17,0.72,partly-cloudy-day,0.0,0.0,,1021.28,Partly Cloudy,57.5,1514912400,1.0,3.8,83.0,1.55,0.31
62.9,0.32,20180102,48.96,18,0.6,partly-cloudy-day,0.0,0.0,,1021.11,Partly Cloudy,62.9,1514916000,2.0,3.3,43.0,1.81,0.27
68.76,0.07,20180102,46.08,19,0.44,clear-day,0.0,0.0,,1020.25,Clear,68.76,1514919600,3.0,4.32,40.0,3.62,0.37
73.97,0.04,20180102,42.26,20,0.32,clear-day,0.0,0.0,,1019.01,Clear,73.97,1514923200,3.0,5.05,340.0,4.28,0.23
77.73,0.24,20180102,41.18,21,0.27,clear-day,0.0,0.0,,1018.07,Clear,77.73,1514926800,2.0,4.7,278.0,5.27,1.05
75.43,0.23,20180102,42.96,22,0.31,clear-day,0.0,0.0,,1017.73,Clear,75.43,1514930400,2.0,7.25,264.0,6.99,2.31
72.92,0.19,20180102,46.86,23,0.4,clear-day,0.0,0.0,,1017.68,Clear,72.92,1514934000,1.0,8.12,266.0,7.47,2.25
69.48,0.03,20180103,48.48,00,0.47,clear-day,0.0,0.0,,1017.59,Clear,69.48,1514937600,0.0,7.74,283.0,6.27,2.48
66.11,0.17,20180103,48.8,01,0.54,clear-night,0.0,0.0,,1017.54,Clear,66.11,1514941200,0.0,8.08,304.0,6.18,1.88
64.46,0.01,20180103,47.74,02,0.55,clear-night,0.0,0.0,,1017.69,Clear,64.46,1514944800,0.0,9.01,308.0,4.4,1.28
62.95,0.02,20180103,47.85,03,0.58,clear-night,0.0,0.0,,1017.71,Clear,62.95,1514948400,0.0,8.85,346.0,2.93,0.75
62.18,0.04,20180103,45.82,04,0.55,clear-night,0.0,0.0,,1017.59,Clear,62.18,1514952000,0.0,9.16,11.0,2.2,0.5
61.43,0.05,20180103,45.71,05,0.56,clear-night,0.0,0.0,,1017.94,Clear,61.43,1514955600,0.0,8.07,19.0,2.12,0.52
60.82,0.0,20180103,44.48,06,0.55,clear-night,0.0,0.0,,1017.96,Clear,60.82,1514959200,0.0,7.89,352.0,2.08,0.54
60.4,0.0,20180103,42.67,07,0.52,clear-night,0.0,0.0,,1017.76,Clear,60.4,1514962800,0.0,8.28,358.0,2.52,0.8
60.34,0.0,20180103,40.41,08,0.48,clear-night,0.0,0.0,,1017.46,Clear,60.34,1514966400,0.0,9.14,330.0,3.02,0.87
58.99,0.0,20180103,39.52,09,0.48,clear-night,0.0,0.0,,1017.32,Clear,58.99,1514970000,0.0,9.43,8.0,1.93,0.34
57.77,0.0,20180103,39.57,10,0.51,clear-night,0.0,0.0,,1017.83,Clear,57.77,1514973600,0.0,7.48,4.0,2.33,0.33
56.75,0.24,20180103,39.93,11,0.53,clear-night,0.0,0.0,,1017.7,Clear,56.75,1514977200,0.0,8.43,17.0,2.14,0.55
56.01,0.44,20180103,40.64,12,0.56,partly-cloudy-night,0.0,0.0,,1017.31,Partly Cloudy,56.01,1514980800,0.0,4.36,37.0,2.03,0.99
56.4,0.39,20180103,40.14,13,0.54,partly-cloudy-night,0.0,0.0,,1016.71,Partly Cloudy,56.4,1514984400,0.0,9.24,38.0,2.79,0.87
56.94,0.2,20180103,40.35,14,0.54,clear-night,0.0,0.0,,1017.11,Clear,56.94,1514988000,0.0,8.49,31.0,1.86,0.41
57.14,0.27,20180103,41.5,15,0.56,partly-cloudy-night,0.0,0.0,,1017.57,Partly Cloudy,57.14,1514991600,0.0,8.22,10.0,1.75,0.41
58.6,0.16,20180103,41.0,16,0.52,clear-day,0.0,0.0,,1018.03,Clear,58.6,1514995200,0.0,9.14,349.0,1.9,0.42
61.81,0.17,20180103,42.61,17,0.49,clear-day,0.0,0.0,,1018.34,Clear,61.81,1514998800,1.0,8.86,44.0,1.51,0.39
65.29,0.0,20180103,41.66,18,0.42,clear-day,0.0,0.0,,1018.49,Clear,65.29,1515002400,2.0,8.44,109.0,1.54,0.36
67.53,0.17,20180103,41.82,19,0.39,clear-day,0.0,0.0,,1018.33,Clear,67.53,1515006000,3.0,9.25,66.0,2.14,0.44
70.5,0.31,20180103,41.12,20,0.34,partly-cloudy-day,0.0,0.0,,1017.26,Partly Cloudy,70.5,1515009600,3.0,9.78,72.0,2.57,0.8
71.79,0.25,20180103,40.33,21,0.32,partly-cloudy-day,0.0,0.0,,1016.52,Partly Cloudy,71.79,1515013200,2.0,9.06,110.0,1.63,0.18
73.1,0.29,20180103,39.15,22,0.29,partly-cloudy-day,0.0,0.0,,1016.1,Partly Cloudy,73.1,1515016800,2.0,9.28,216.0,1.29,0.18
74.22,0.13,20180103,39.65,23,0.29,clear-day,0.0,0.0,,1015.7,Clear,74.22,1515020400,1.0,9.06,248.0,1.63,0.25
70.75,0.31,20180104,43.43,00,0.37,partly-cloudy-day,0.0,0.0,,1016.45,Partly Cloudy,70.75,1515024000,0.0,8.22,239.0,3.6,1.04
66.88,0.23,20180104,47.26,01,0.49,clear-night,0.0,0.0,,1016.72,Clear,66.88,1515027600,0.0,9.35,286.0,2.5,0.59
65.21,0.3,20180104,47.41,02,0.53,partly-cloudy-night,0.0,0.0,,1017.05,Partly Cloudy,65.21,1515031200,0.0,9.19,336.0,1.55,0.26
64.45,0.4,20180104,46.88,03,0.53,partly-cloudy-night,0.0,0.0,,1017.05,Partly Cloudy,64.45,1515034800,0.0,9.29,72.0,1.39,0.24
63.28,0.52,20180104,45.78,04,0.53,partly-cloudy-night,0.0,0.0,,1017.56,Partly Cloudy,63.28,1515038400,0.0,9.7,271.0,1.31,0.11
61.91,0.27,20180104,46.88,05,0.58,partly-cloudy-night,0.0,0.0,,1018.31,Partly Cloudy,61.91,1515042000,0.0,8.98,240.0,2.7,0.59
60.92,0.02,20180104,46.38,06,0.59,clear-night,0.0,0.0,,1019.01,Clear,60.92,1515045600,0.0,8.68,302.0,2.32,0.37
59.63,0.09,20180104,44.78,07,0.58,clear-night,0.0,0.0,,1019.0,Clear,59.63,1515049200,0.0,7.3,53.0,1.94,0.6
58.37,0.1,20180104,44.77,08,0.61,clear-night,0.0,0.0,,1018.54,Clear,58.37,1515052800,0.0,6.79,59.0,2.22,0.68
57.49,0.47,20180104,44.01,09,0.61,partly-cloudy-night,0.0,0.0,,1018.61,Partly Cloudy,57.49,1515056400,0.0,7.78,70.0,1.88,0.16
56.9,0.32,20180104,43.85,10,0.62,partly-cloudy-night,0.0,0.0,,1018.86,Partly Cloudy,56.9,1515060000,0.0,7.82,306.0,1.58,0.09
56.29,0.61,20180104,43.45,11,0.62,partly-cloudy-night,0.0,0.0,,1019.1,Mostly Cloudy,56.29,1515063600,0.0,8.02,15.0,1.34,0.32
55.71,0.68,20180104,42.56,12,0.61,partly-cloudy-night,0.0,0.0,,1018.82,Mostly Cloudy,55.71,1515067200,0.0,7.72,27.0,1.48,0.41
55.72,0.7,20180104,41.65,13,0.59,partly-cloudy-night,0.0,0.0,,1019.08,Mostly Cloudy,55.72,1515070800,0.0,8.01,58.0,1.55,0.21
55.92,0.81,20180104,42.9,14,0.62,partly-cloudy-night,0.0,0.0,,1019.69,Mostly Cloudy,55.92,1515074400,0.0,7.32,62.0,1.64,0.34
55.73,0.58,20180104,42.52,15,0.61,partly-cloudy-night,0.0,0.0,,1020.25,Partly Cloudy,55.73,1515078000,0.0,7.93,63.0,1.68,0.32
56.65,0.52,20180104,43.35,16,0.61,partly-cloudy-day,0.0,0.0,,1020.46,Partly Cloudy,56.65,1515081600,0.0,6.94,66.0,1.43,0.24
60.46,0.45,20180104,45.41,17,0.58,partly-cloudy-day,0.0,0.0,,1021.22,Partly Cloudy,60.46,1515085200,1.0,6.5,129.0,1.39,0.34
64.93,0.61,20180104,45.21,18,0.49,partly-cloudy-day,0.0,0.0,,1021.59,Mostly Cloudy,64.93,1515088800,2.0,6.21,123.0,1.56,0.27
68.9,0.52,20180104,44.3,19,0.41,partly-cloudy-day,0.0,0.0,,1021.22,Partly Cloudy,68.9,1515092400,2.0,6.93,134.0,2.83,0.55
71.98,0.59,20180104,43.51,20,0.36,partly-cloudy-day,0.0,0.0,,1020.16,Partly Cloudy,71.98,1515096000,3.0,7.35,187.0,2.59,0.6
74.48,0.44,20180104,45.34,21,0.35,partly-cloudy-day,0.0,0.0,,1018.84,Partly Cloudy,74.48,1515099600,2.0,7.41,173.0,2.96,0.56
75.35,0.48,20180104,47.62,22,0.38,partly-cloudy-day,0.0,0.0,,1018.41,Partly Cloudy,75.35,1515103200,2.0,8.31,211.0,6.24,1.95
74.44,0.27,20180104,48.64,23,0.4,partly-cloudy-day,0.0,0.0,,1018.37,Partly Cloudy,74.44,1515106800,1.0,9.16,221.0,5.42,2.06
72.48,0.15,20180105,49.37,00,0.44,clear-day,0.0,0.0,,1018.6,Clear,72.48,1515110400,0.0,10.0,234.0,6.89,2.72
68.53,0.06,20180105,49.97,01,0.52,clear-night,0.0,0.0,,1018.91,Clear,68.53,1515114000,0.0,9.61,251.0,6.64,2.61
65.86,0.23,20180105,50.52,02,0.58,clear-night,0.0,0.0,,1019.61,Clear,65.86,1515117600,0.0,10.0,273.0,4.84,1.87
63.98,0.16,20180105,50.3,03,0.61,clear-night,0.0,0.0,,1019.33,Clear,63.98,1515121200,0.0,10.0,323.0,1.92,0.42
62.52,0.0,20180105,49.62,04,0.63,clear-night,0.0,0.0,,1020.19,Clear,62.52,1515124800,0.0,10.0,278.0,2.13,0.66
61.73,0.06,20180105,50.21,05,0.66,clear-night,0.0,0.0,,1020.89,Clear,61.73,1515128400,0.0,9.69,290.0,2.17,0.42
60.91,0.12,20180105,49.88,06,0.67,clear-night,0.0,0.0,,1021.53,Clear,60.91,1515132000,0.0,9.95,267.0,1.77,0.59
61.26,0.76,20180105,51.57,07,0.7,partly-cloudy-night,0.0,0.0,,1022.07,Mostly Cloudy,61.26,1515135600,0.0,9.94,310.0,2.64,0.68
61.48,0.73,20180105,52.1,08,0.71,partly-cloudy-night,0.0,0.0,,1021.98,Mostly Cloudy,61.48,1515139200,0.0,10.0,314.0,2.01,0.44
60.39,0.68,20180105,52.33,09,0.75,partly-cloudy-night,0.0,0.0,,1021.77,Mostly Cloudy,60.39,1515142800,0.0,9.96,36.0,2.28,0.24
59.22,0.0,20180105,51.99,10,0.77,clear-night,0.0,0.0,,1021.57,Clear,59.22,1515146400,0.0,10.0,104.0,1.7,0.4
58.31,0.0,20180105,51.23,11,0.77,clear-night,0.0,0.0,,1021.47,Clear,58.31,1515150000,0.0,9.96,101.0,1.62,0.58
57.18,0.0,20180105,50.52,12,0.78,clear-night,0.0,0.0,,1020.79,Clear,57.18,1515153600,0.0,9.89,65.0,1.61,0.32
56.76,0.0,20180105,50.08,13,0.78,clear-night,0.0,0.0,,1020.68,Clear,56.76,1515157200,0.0,9.84,18.0,1.37,0.39
56.24,0.0,20180105,49.59,14,0.78,clear-night,0.0,0.0,,1020.83,Clear,56.24,1515160800,0.0,9.89,10.0,1.36,0.29
55.92,0.09,20180105,49.76,15,0.8,clear-night,0.0,0.0,,1021.46,Clear,55.92,1515164400,0.0,9.49,337.0,0.88,0.23
58.06,0.0,20180105,51.29,16,0.78,clear-day,0.0,0.0,,1022.4,Clear,58.06,1515168000,0.0,8.83,318.0,1.02,0.2
63.36,0.0,20180105,53.53,17,0.7,clear-day,0.0,0.0,,1022.63,Clear,63.36,1515171600,1.0,8.8,335.0,1.57,0.04
67.16,0.0,20180105,54.49,18,0.64,clear-day,0.0,0.0,,1022.88,Clear,67.16,1515175200,2.0,8.95,182.0,2.68,0.31
69.41,0.0,20180105,55.21,19,0.61,clear-day,0.0,0.0,,1022.85,Clear,69.41,1515178800,3.0,9.11,213.0,4.83,1.37
71.48,0.03,20180105,55.86,20,0.58,clear-day,0.0,0.0,,1021.76,Clear,71.48,1515182400,3.0,9.68,221.0,6.17,1.96
72.35,0.04,20180105,56.33,21,0.57,clear-day,0.0,0.0,,1020.66,Clear,72.35,1515186000,3.0,10.0,226.0,7.19,2.54
70.48,0.12,20180105,56.49,22,0.61,clear-day,0.0,0.0,,1020.56,Clear,70.48,1515189600,2.0,10.0,242.0,8.89,3.22
69.17,0.17,20180105,57.36,23,0.66,clear-day,0.0,0.0,,1020.33,Clear,69.17,1515193200,1.0,10.0,246.0,8.52,3.25
67.13,0.42,20180106,57.65,00,0.72,partly-cloudy-day,0.0,0.0,,1020.45,Partly Cloudy,67.13,1515196800,0.0,7.91,259.0,7.44,2.6
64.59,0.4,20180106,57.14,01,0.77,partly-cloudy-night,0.0,0.0,,1021.13,Partly Cloudy,64.59,1515200400,0.0,7.16,268.0,6.61,3.07
62.33,0.47,20180106,56.82,02,0.82,partly-cloudy-night,0.0,0.0,,1021.44,Partly Cloudy,62.33,1515204000,0.0,7.55,284.0,4.17,1.33
61.46,0.7,20180106,56.6,03,0.84,partly-cloudy-night,0.0,0.0,,1021.47,Mostly Cloudy,61.46,1515207600,0.0,8.44,273.0,3.11,1.09
60.96,0.68,20180106,56.3,04,0.85,partly-cloudy-night,0.0,0.0,,1021.42,Mostly Cloudy,60.96,1515211200,0.0,6.32,290.0,2.2,0.47
60.59,0.83,20180106,56.18,05,0.85,partly-cloudy-night,0.0,0.0,,1022.35,Mostly Cloudy,60.59,1515214800,0.0,5.38,278.0,2.88,1.04
60.25,0.9,20180106,56.08,06,0.86,partly-cloudy-night,0.0,0.0,,1022.2,Mostly Cloudy,60.25,1515218400,0.0,4.87,320.0,2.68,0.54
59.82,0.9,20180106,55.74,07,0.86,partly-cloudy-night,0.0,0.0,,1021.48,Mostly Cloudy,59.82,1515222000,0.0,4.61,23.0,1.35,0.28
59.64,0.76,20180106,55.69,08,0.87,partly-cloudy-night,0.0,0.0,,1020.86,Mostly Cloudy,59.64,1515225600,0.0,4.72,62.0,1.2,0.24
59.68,0.65,20180106,55.59,09,0.86,partly-cloudy-night,0.0,0.0,,1020.06,Mostly Cloudy,59.68,1515229200,0.0,4.89,69.0,2.01,0.59
59.81,0.47,20180106,55.54,10,0.86,partly-cloudy-night,0.0,0.0,,1020.28,Partly Cloudy,59.81,1515232800,0.0,5.8,248.0,2.06,0.33
59.54,0.42,20180106,55.22,11,0.86,partly-cloudy-night,0.0,0.0,,1019.99,Partly Cloudy,59.54,1515236400,0.0,5.36,327.0,2.52,0.56
58.79,0.62,20180106,54.55,12,0.86,partly-cloudy-night,0.0,0.0,,1019.47,Mostly Cloudy,58.79,1515240000,0.0,2.92,317.0,2.05,0.37
58.35,0.69,20180106,54.39,13,0.87,partly-cloudy-night,0.0,0.0,,1019.86,Mostly Cloudy,58.35,1515243600,0.0,2.62,263.0,3.4,1.08
58.51,0.93,20180106,54.53,14,0.87,partly-cloudy-night,0.0,0.0,,1020.11,Mostly Cloudy,58.51,1515247200,0.0,2.67,298.0,2.74,0.92
58.96,0.96,20180106,54.84,15,0.86,cloudy,0.0,0.0,,1020.56,Overcast,58.96,1515250800,0.0,2.85,331.0,1.92,0.45
59.39,0.73,20180106,55.02,16,0.85,partly-cloudy-day,0.0,0.0,,1020.8,Mostly Cloudy,59.39,1515254400,0.0,3.79,45.0,1.12,0.33
61.15,0.57,20180106,55.99,17,0.83,partly-cloudy-day,0.0,0.0,,1020.7,Partly Cloudy,61.15,1515258000,1.0,5.15,102.0,1.52,0.38
63.41,0.43,20180106,56.94,18,0.79,partly-cloudy-day,0.0,0.0,,1021.2,Partly Cloudy,63.41,1515261600,2.0,5.74,177.0,1.78,0.22
65.59,0.22,20180106,57.16,19,0.74,clear-day,0.0,0.0,,1021.41,Clear,65.59,1515265200,3.0,6.75,214.0,3.37,0.75
67.28,0.28,20180106,56.78,20,0.69,partly-cloudy-day,0.0,0.0,,1020.62,Partly Cloudy,67.28,1515268800,3.0,7.93,218.0,6.37,2.24
67.74,0.29,20180106,57.25,21,0.69,partly-cloudy-day,0.0,0.0,,1019.45,Partly Cloudy,67.74,1515272400,3.0,8.14,213.0,6.8,2.66
67.91,0.45,20180106,57.24,22,0.69,partly-cloudy-day,0.0,0.0,,1018.9,Partly Cloudy,67.91,1515276000,2.0,9.16,221.0,5.77,2.19
68.2,0.55,20180106,57.43,23,0.68,partly-cloudy-day,0.0,0.0,,1018.65,Partly Cloudy,68.2,1515279600,1.0,9.46,228.0,5.58,2.05
66.48,0.65,20180107,57.18,00,0.72,partly-cloudy-day,0.0,0.0,,1018.94,Mostly Cloudy,66.48,1515283200,0.0,10.0,236.0,5.69,1.86
64.06,0.83,20180107,56.95,01,0.78,partly-cloudy-night,0.0,0.0,,1018.92,Mostly Cloudy,64.06,1515286800,0.0,10.0,251.0,5.32,1.84
62.63,0.62,20180107,56.69,02,0.81,partly-cloudy-night,0.0,0.0,,1019.25,Mostly Cloudy,62.63,1515290400,0.0,10.0,260.0,4.71,1.75
61.68,0.41,20180107,56.35,03,0.83,partly-cloudy-night,0.0,0.0,,1019.18,Partly Cloudy,61.68,1515294000,0.0,10.0,246.0,2.64,0.75
61.23,0.4,20180107,56.14,04,0.83,partly-cloudy-night,0.0,0.0,,1019.28,Partly Cloudy,61.23,1515297600,0.0,9.82,248.0,2.31,0.51
60.57,0.55,20180107,55.85,05,0.84,partly-cloudy-night,0.0,0.0,,1019.08,Partly Cloudy,60.57,1515301200,0.0,7.26,338.0,1.75,0.06
60.02,0.66,20180107,55.57,06,0.85,partly-cloudy-night,0.0,0.0,,1019.11,Mostly Cloudy,60.02,1515304800,0.0,6.98,55.0,1.35,0.18
59.67,0.74,20180107,55.31,07,0.86,partly-cloudy-night,0.0,0.0,,1019.17,Mostly Cloudy,59.67,1515308400,0.0,6.06,44.0,1.56,0.33
59.32,0.67,20180107,55.22,08,0.86,partly-cloudy-night,0.0,0.0,,1018.69,Mostly Cloudy,59.32,1515312000,0.0,6.08,39.0,1.39,0.14
58.88,0.36,20180107,54.82,09,0.86,partly-cloudy-night,0.0,0.0,,1018.28,Partly Cloudy,58.88,1515315600,0.0,5.69,212.0,1.45,0.05
58.43,0.64,20180107,54.72,10,0.87,partly-cloudy-night,0.0,0.0,,1018.41,Mostly Cloudy,58.43,1515319200,0.0,4.67,36.0,1.29,0.15
58.16,0.76,20180107,54.65,11,0.88,partly-cloudy-night,0.0,0.0,,1018.71,Mostly Cloudy,58.16,1515322800,0.0,5.14,48.0,1.24,0.16
58.4,0.91,20180107,54.74,12,0.88,partly-cloudy-night,0.0,0.0,,1018.41,Mostly Cloudy,58.4,1515326400,0.0,4.9,52.0,1.2,0.38
58.36,0.91,20180107,54.54,13,0.87,partly-cloudy-night,0.0,0.0,,1018.34,Mostly Cloudy,58.36,1515330000,0.0,4.37,60.0,1.73,0.42
58.16,0.94,20180107,54.79,14,0.89,cloudy,0.0,0.0,,1018.46,Overcast,58.16,1515333600,0.0,4.62,75.0,1.88,0.31
57.91,0.96,20180107,54.31,15,0.88,cloudy,0.0,0.0,,1018.7,Overcast,57.91,1515337200,0.0,3.64,59.0,1.9,0.61
58.38,1.0,20180107,54.11,16,0.86,cloudy,0.0,0.0,,1019.35,Overcast,58.38,1515340800,0.0,3.47,55.0,1.78,0.49
59.17,1.0,20180107,55.29,17,0.87,cloudy,0.0,0.0,,1019.7,Overcast,59.17,1515344400,1.0,3.64,63.0,2.62,0.68
