apparentTemperature,cloudCover,dateKey,dewPoint,hourKey,humidity,icon,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
73.83,0.19,20180814,66.87,04,0.81,clear-night,,0.0,0.0,,1014.11,Clear,73.02,1534219200,0.0,6.26,129.0,4.43,2.24
73.0,0.44,20180814,66.52,05,0.82,partly-cloudy-night,,0.0,0.0,,1013.89,Partly Cloudy,72.2,1534222800,0.0,6.02,135.0,4.04,2.99
72.28,0.19,20180814,66.57,06,0.85,clear-night,,0.0,0.0,,1013.29,Clear,71.45,1534226400,0.0,6.03,136.0,4.43,2.12
71.96,0.44,20180814,66.64,07,0.86,partly-cloudy-night,,0.0,0.0,,1012.8,Partly Cloudy,71.11,1534230000,0.0,6.12,117.0,3.74,2.48
71.75,0.75,20180814,66.72,08,0.87,partly-cloudy-night,,0.0,0.0,,1012.51,Mostly Cloudy,70.89,1534233600,0.0,6.09,136.0,4.13,2.5
71.43,1.0,20180814,66.9,09,0.88,cloudy,,0.0006,0.33,rain,1012.21,Overcast,70.52,1534237200,0.0,5.95,141.0,4.37,2.17
70.73,1.0,20180814,67.42,10,0.92,cloudy,,0.0052,0.58,rain,1011.9,Overcast,69.71,1534240800,0.0,4.27,105.0,4.1,1.13
71.11,1.0,20180814,67.85,11,0.93,cloudy,,0.0027,0.37,rain,1012.01,Overcast,70.04,1534244400,0.0,5.42,72.0,4.37,1.34
72.02,1.0,20180814,68.6,12,0.93,cloudy,,0.0,0.0,,1012.09,Overcast,70.88,1534248000,1.0,6.24,68.0,4.4,1.3
73.57,1.0,20180814,69.14,13,0.89,cloudy,,0.0,0.0,,1012.01,Overcast,72.42,1534251600,2.0,6.36,94.0,5.13,1.21
75.51,1.0,20180814,69.22,14,0.84,cloudy,,0.0,0.0,,1011.79,Overcast,74.43,1534255200,3.0,6.36,125.0,4.35,1.58
76.37,1.0,20180814,69.53,15,0.82,cloudy,,0.0,0.0,,1011.61,Overcast,75.27,1534258800,4.0,6.52,170.0,3.85,1.09
77.53,1.0,20180814,69.93,16,0.8,cloudy,,0.0004,0.03,rain,1011.21,Overcast,76.41,1534262400,4.0,6.62,117.0,4.47,0.19
82.2,0.75,20180814,69.58,17,0.72,partly-cloudy-day,,0.0,0.0,,1010.5,Mostly Cloudy,79.39,1534266000,5.0,6.6,215.0,5.57,1.71
84.44,0.44,20180814,68.46,18,0.65,partly-cloudy-day,,0.0,0.0,,1009.79,Partly Cloudy,81.42,1534269600,6.0,6.69,193.0,4.89,1.6
86.53,0.44,20180814,67.56,19,0.59,partly-cloudy-day,,0.0,0.0,,1009.1,Partly Cloudy,83.59,1534273200,5.0,6.73,179.0,7.23,2.74
85.73,0.75,20180814,67.31,20,0.59,partly-cloudy-day,,0.0,0.0,,1008.7,Mostly Cloudy,82.97,1534276800,3.0,6.71,204.0,6.35,3.05
83.39,0.19,20180814,67.29,21,0.63,clear-day,,0.0,0.0,,1008.3,Clear,80.87,1534280400,2.0,6.75,197.0,6.37,2.16
83.61,0.19,20180814,67.04,22,0.62,clear-day,,0.0,0.0,,1008.01,Clear,81.14,1534284000,1.0,6.8,179.0,4.86,2.61
81.54,0.75,20180814,67.5,23,0.67,partly-cloudy-day,,0.0,0.0,,1007.8,Mostly Cloudy,79.23,1534287600,0.0,8.14,174.0,3.92,1.7
76.71,0.0,20180815,67.86,00,0.76,clear-night,,0.0,0.0,,1008.19,Clear,75.84,1534291200,0.0,6.67,168.0,3.0,1.61
74.91,0.0,20180815,67.22,01,0.79,clear-night,,0.0,0.0,,1008.6,Clear,74.08,1534294800,0.0,8.15,181.0,3.48,1.09
73.51,0.0,20180815,66.88,02,0.82,clear-night,,0.0,0.0,,1008.9,Clear,72.68,1534298400,0.0,6.64,149.0,2.83,1.48
72.34,0.19,20180815,66.27,03,0.83,clear-night,,0.0,0.0,,1009.01,Clear,71.56,1534302000,0.0,6.59,160.0,3.14,2.33
71.47,0.0,20180815,65.65,04,0.84,clear-night,,0.0,0.0,,1009.19,Clear,70.75,1534305600,0.0,7.91,158.0,3.53,2.04
70.76,0.44,20180815,65.03,05,0.84,partly-cloudy-night,,0.0,0.0,,1009.51,Partly Cloudy,70.1,1534309200,0.0,7.85,170.0,3.35,1.45
70.13,0.44,20180815,64.83,06,0.85,partly-cloudy-night,,0.0,0.0,,1008.9,Partly Cloudy,69.48,1534312800,0.0,6.45,177.0,3.92,1.83
69.59,0.44,20180815,64.75,07,0.87,partly-cloudy-night,,0.0,0.0,,1008.7,Partly Cloudy,68.93,1534316400,0.0,7.43,176.0,3.74,1.52
69.31,0.75,20180815,65.0,08,0.88,partly-cloudy-night,,0.0,0.0,,1008.7,Mostly Cloudy,68.6,1534320000,0.0,7.43,180.0,4.46,1.81
68.84,1.0,20180815,65.21,09,0.91,cloudy,,0.0,0.0,,1009.1,Overcast,68.08,1534323600,0.0,6.03,174.0,4.85,0.88
69.7,1.0,20180815,65.44,10,0.89,cloudy,,0.0,0.0,,1009.51,Overcast,68.94,1534327200,0.0,7.43,175.0,6.02,1.57
69.32,0.75,20180815,66.38,11,0.93,partly-cloudy-day,,0.0,0.0,,1009.79,Mostly Cloudy,68.39,1534330800,0.0,5.62,160.0,4.07,1.22
70.3,1.0,20180815,66.96,12,0.92,cloudy,,0.0,0.0,,1010.5,Overcast,69.34,1534334400,1.0,6.55,177.0,4.63,2.15
71.94,0.75,20180815,68.03,13,0.91,partly-cloudy-day,,0.0,0.0,,1010.6,Mostly Cloudy,70.89,1534338000,2.0,6.36,182.0,5.43,2.86
75.25,0.75,20180815,68.35,14,0.82,partly-cloudy-day,,0.0,0.0,,1010.7,Mostly Cloudy,74.27,1534341600,3.0,6.56,193.0,6.0,3.16
78.52,0.44,20180815,68.02,15,0.72,partly-cloudy-day,,0.0,0.0,,1010.9,Partly Cloudy,77.65,1534345200,5.0,6.64,199.0,6.77,2.89
83.86,0.19,20180815,68.32,16,0.66,clear-day,,0.0,0.0,,1010.4,Clear,80.98,1534348800,7.0,6.65,198.0,6.91,1.78
84.98,0.44,20180815,68.47,17,0.64,partly-cloudy-day,,0.0,0.0,,1010.88,Partly Cloudy,81.87,1534352400,6.0,5.47,238.0,5.58,1.61
82.72,0.44,20180815,69.21,18,0.7,partly-cloudy-day,,0.0,0.0,,1010.7,Partly Cloudy,79.84,1534356000,6.0,6.71,294.0,7.47,2.85
82.27,0.75,20180815,69.84,19,0.73,partly-cloudy-day,,0.0,0.0,,1010.8,Mostly Cloudy,79.4,1534359600,4.0,6.68,346.0,7.21,3.28
85.25,0.44,20180815,69.09,20,0.65,partly-cloudy-day,,0.0,0.0,,1010.2,Partly Cloudy,81.87,1534363200,4.0,6.65,11.0,6.88,2.37
84.81,0.44,20180815,68.47,21,0.64,partly-cloudy-day,,0.0,0.0,,1010.2,Partly Cloudy,81.72,1534366800,2.0,6.7,355.0,6.17,1.84
82.05,0.75,20180815,68.82,22,0.7,partly-cloudy-day,,0.0,0.0,,1010.5,Mostly Cloudy,79.42,1534370400,1.0,6.34,8.0,4.29,1.81
77.17,1.0,20180815,69.6,23,0.8,cloudy,,0.0008,0.12,rain,1011.39,Overcast,76.08,1534374000,0.0,7.77,257.0,4.53,1.13
74.4,1.0,20180816,69.38,00,0.88,cloudy,,0.0026,0.03,rain,1011.9,Overcast,73.25,1534377600,0.0,6.33,195.0,4.47,1.06
73.71,1.0,20180816,69.02,01,0.89,cloudy,,0.0011,0.02,rain,1012.71,Overcast,72.58,1534381200,0.0,4.19,257.0,3.59,1.68
72.74,1.0,20180816,68.02,02,0.88,cloudy,,0.0137,0.58,rain,1013.0,Overcast,71.73,1534384800,0.0,3.16,317.0,5.76,1.02
71.72,0.75,20180816,67.46,03,0.89,partly-cloudy-night,,0.0007,0.04,rain,1013.2,Mostly Cloudy,70.74,1534388400,0.0,5.13,331.0,3.9,0.34
71.54,1.0,20180816,67.0,04,0.88,cloudy,,0.0,0.0,,1013.71,Overcast,70.63,1534392000,0.0,5.68,246.0,3.2,0.73
71.26,1.0,20180816,67.12,05,0.9,cloudy,,0.0,0.0,,1013.71,Overcast,70.32,1534395600,0.0,5.75,193.0,2.59,0.29
71.06,1.0,20180816,67.12,06,0.9,cloudy,,0.0,0.0,,1013.59,Overcast,70.1,1534399200,0.0,5.42,264.0,2.29,0.87
70.65,1.0,20180816,66.55,07,0.9,cloudy,,0.0,0.0,,1013.8,Overcast,69.77,1534402800,0.0,6.29,41.0,3.87,0.16
69.57,1.0,20180816,65.67,08,0.9,cloudy,,0.004,0.51,rain,1014.02,Overcast,68.77,1534406400,0.0,4.09,346.0,3.67,1.43
68.53,1.0,20180816,64.83,09,0.9,rain,,0.0316,0.47,rain,1014.39,Light Rain,67.81,1534410000,0.0,4.16,6.0,4.79,1.37
67.47,1.0,20180816,64.18,10,0.91,cloudy,,0.0,0.0,,1015.19,Overcast,66.8,1534413600,0.0,5.71,28.0,4.63,1.84
67.14,1.0,20180816,63.24,11,0.89,cloudy,,0.0,0.0,,1015.72,Overcast,66.6,1534417200,0.0,6.54,5.0,3.71,2.27
68.19,0.75,20180816,62.99,12,0.85,partly-cloudy-day,,0.0,0.0,,1016.5,Mostly Cloudy,67.73,1534420800,1.0,6.54,14.0,4.28,2.24
69.21,0.19,20180816,62.46,13,0.8,clear-day,,0.0,0.0,,1016.88,Clear,68.86,1534424400,2.0,6.53,353.0,5.6,3.59
70.61,0.44,20180816,61.39,14,0.73,partly-cloudy-day,,0.0,0.0,,1017.31,Partly Cloudy,70.43,1534428000,4.0,6.52,342.0,8.55,3.42
71.83,0.19,20180816,60.17,15,0.67,clear-day,,0.0,0.0,,1017.38,Clear,71.81,1534431600,6.0,6.53,344.0,9.01,3.46
72.64,0.19,20180816,58.96,16,0.62,clear-day,,0.0,0.0,,1017.49,Clear,72.64,1534435200,7.0,6.49,336.0,9.72,3.1
74.54,0.19,20180816,57.69,17,0.56,clear-day,,0.0,0.0,,1017.38,Clear,74.54,1534438800,7.0,8.12,319.0,10.1,2.87
76.23,0.0,20180816,56.78,18,0.51,clear-day,,0.0,0.0,,1017.38,Clear,76.23,1534442400,8.0,8.12,352.0,9.12,3.27
76.92,0.0,20180816,55.99,19,0.48,clear-day,,0.0,0.0,,1017.1,Clear,76.92,1534446000,6.0,6.6,352.0,10.18,2.86
77.88,0.0,20180816,55.77,20,0.47,clear-day,,0.0,0.0,,1017.2,Clear,77.88,1534449600,4.0,8.13,8.0,9.23,2.96
77.69,0.0,20180816,55.75,21,0.47,clear-day,,0.0,0.0,,1017.1,Clear,77.69,1534453200,2.0,8.13,358.0,7.75,3.33
76.94,0.19,20180816,55.88,22,0.48,clear-day,,0.0,0.0,,1017.1,Clear,76.94,1534456800,1.0,8.14,5.0,7.87,3.2
74.66,0.0,20180816,56.16,23,0.53,clear-day,,0.0,0.0,,1017.2,Clear,74.66,1534460400,0.0,6.61,5.0,4.86,1.84
70.17,0.0,20180817,56.39,00,0.62,clear-night,,0.0,0.0,,1017.71,Clear,70.17,1534464000,0.0,8.15,13.0,3.02,1.83
66.4,0.0,20180817,57.28,01,0.72,clear-night,,0.0,0.0,,1018.42,Clear,66.4,1534467600,0.0,8.15,67.0,3.12,0.91
63.77,0.0,20180817,57.41,02,0.8,clear-night,,0.0,0.0,,1018.8,Clear,63.77,1534471200,0.0,8.15,85.0,2.41,0.58
62.44,0.0,20180817,57.61,03,0.84,clear-night,,0.0,0.0,,1018.72,Clear,62.44,1534474800,0.0,8.15,98.0,2.48,1.1
62.49,0.0,20180817,57.37,04,0.83,clear-night,,0.0,0.0,,1018.72,Clear,62.49,1534478400,0.0,8.15,89.0,2.63,1.11
61.72,0.0,20180817,56.98,05,0.84,clear-night,,0.0,0.0,,1018.49,Clear,61.72,1534482000,0.0,8.15,83.0,3.5,1.34
60.58,0.0,20180817,56.75,06,0.87,clear-night,,0.0,0.0,,1018.49,Clear,60.58,1534485600,0.0,6.47,99.0,3.25,1.51
60.32,0.0,20180817,56.57,07,0.87,clear-night,,0.0,0.0,,1018.49,Clear,60.32,1534489200,0.0,6.06,110.0,3.98,1.52
60.33,0.0,20180817,56.53,08,0.87,clear-night,,0.0,0.0,,1018.3,Clear,60.33,1534492800,0.0,6.41,106.0,4.88,1.84
60.47,0.0,20180817,56.59,09,0.87,clear-night,,0.0,0.0,,1018.19,Clear,60.47,1534496400,0.0,6.06,122.0,5.24,1.74
60.7,0.0,20180817,56.77,10,0.87,clear-night,,0.0,0.0,,1018.12,Clear,60.7,1534500000,0.0,6.35,106.0,3.5,1.73
61.86,0.75,20180817,57.6,11,0.86,partly-cloudy-day,,0.0,0.0,,1017.89,Mostly Cloudy,61.86,1534503600,0.0,6.05,120.0,4.65,2.35
64.63,1.0,20180817,59.11,12,0.82,cloudy,,0.0,0.0,,1017.71,Overcast,64.6,1534507200,1.0,6.33,135.0,4.74,2.33
67.01,0.75,20180817,60.2,13,0.79,partly-cloudy-day,,0.0,0.0,,1017.33,Mostly Cloudy,66.9,1534510800,2.0,5.2,148.0,5.98,2.38
70.53,0.75,20180817,61.64,14,0.74,partly-cloudy-day,,0.0,0.0,,1016.71,Mostly Cloudy,70.32,1534514400,3.0,6.57,149.0,5.39,2.9
74.28,0.75,20180817,63.31,15,0.7,partly-cloudy-day,,0.0,0.0,,1015.92,Mostly Cloudy,73.92,1534518000,4.0,6.58,163.0,7.64,4.44
75.36,0.75,20180817,64.87,16,0.71,partly-cloudy-day,,0.0,0.0,,1015.42,Mostly Cloudy,74.83,1534521600,5.0,6.56,174.0,7.62,3.67
74.58,1.0,20180817,67.26,17,0.8,cloudy,,0.0,0.0,,1015.42,Overcast,73.74,1534525200,4.0,5.35,184.0,7.59,4.02
73.76,1.0,20180817,68.72,18,0.87,cloudy,,0.0055,0.42,rain,1014.29,Overcast,72.68,1534528800,4.0,4.06,166.0,10.18,5.86
72.8,1.0,20180817,68.73,19,0.9,rain,,0.0321,0.49,rain,1013.2,Light Rain,71.68,1534532400,4.0,2.91,162.0,11.05,4.21
73.82,1.0,20180817,69.29,20,0.89,cloudy,,0.0076,0.33,rain,1012.4,Overcast,72.67,1534536000,3.0,6.27,165.0,7.86,3.1
75.66,1.0,20180817,70.12,21,0.86,cloudy,,0.0,0.0,,1011.79,Overcast,74.46,1534539600,2.0,6.46,164.0,7.79,3.65
76.48,1.0,20180817,70.71,22,0.86,cloudy,,0.0,0.0,,1011.29,Overcast,75.22,1534543200,1.0,6.53,161.0,6.86,3.07
76.5,1.0,20180817,71.29,23,0.88,cloudy,,0.0,0.0,,1010.6,Overcast,75.16,1534546800,0.0,6.46,174.0,5.16,2.19
76.0,1.0,20180818,71.29,00,0.89,cloudy,,0.0,0.0,,1010.3,Overcast,74.64,1534550400,0.0,5.84,171.0,4.74,2.77
75.54,0.75,20180818,71.17,01,0.9,partly-cloudy-night,,0.0,0.0,,1010.4,Mostly Cloudy,74.17,1534554000,0.0,2.58,186.0,4.19,1.91
75.2,0.75,20180818,71.23,02,0.92,partly-cloudy-night,,0.0051,0.36,rain,1010.25,Mostly Cloudy,73.81,1534557600,0.0,2.49,191.0,5.37,2.45
74.98,0.75,20180818,71.24,03,0.92,partly-cloudy-night,,0.0,0.0,,1009.7,Mostly Cloudy,73.58,1534561200,0.0,3.33,179.0,5.88,1.78
74.52,1.0,20180818,70.99,04,0.93,cloudy,,0.0,0.0,,1009.4,Overcast,73.14,1534564800,0.0,3.24,193.0,6.68,2.44
73.8,1.0,20180818,70.54,05,0.94,cloudy,,0.0026,0.14,rain,1009.31,Overcast,72.45,1534568400,0.0,4.35,196.0,5.63,2.06
72.31,1.0,20180818,68.38,06,0.91,cloudy,,0.0074,0.45,rain,1009.01,Overcast,71.23,1534572000,0.0,6.27,269.0,6.95,1.1
68.99,1.0,20180818,65.81,07,0.92,cloudy,,0.0166,0.31,rain,1009.19,Overcast,68.14,1534575600,0.0,5.73,345.0,8.87,2.78
67.22,1.0,20180818,64.86,08,0.95,cloudy,,0.0047,0.31,rain,1010.01,Overcast,66.42,1534579200,0.0,7.57,333.0,8.9,3.95
66.31,1.0,20180818,64.02,09,0.95,cloudy,,0.003,0.26,rain,1010.2,Overcast,65.6,1534582800,0.0,6.45,335.0,8.51,3.95
65.7,1.0,20180818,63.24,10,0.94,cloudy,,0.0,0.0,,1010.6,Overcast,65.09,1534586400,0.0,4.77,350.0,7.19,3.44
64.53,1.0,20180818,62.38,11,0.95,cloudy,,0.0,0.0,,1011.36,Overcast,63.99,1534590000,0.0,2.08,340.0,8.43,3.24
64.3,1.0,20180818,61.61,12,0.92,cloudy,,0.0004,0.27,rain,1011.9,Overcast,63.87,1534593600,1.0,2.4,341.0,9.02,3.97
64.08,1.0,20180818,60.95,13,0.91,cloudy,,0.0,0.0,,1012.09,Overcast,63.74,1534597200,2.0,6.34,348.0,7.14,4.07
64.06,1.0,20180818,60.23,14,0.88,cloudy,,0.0,0.0,,1012.29,Overcast,63.84,1534600800,3.0,6.95,355.0,7.76,3.29
65.13,1.0,20180818,60.74,15,0.86,cloudy,,0.0,0.0,,1012.29,Overcast,64.88,1534604400,4.0,6.62,2.0,7.59,2.91
65.77,1.0,20180818,60.9,16,0.85,cloudy,,0.0,0.0,,1012.29,Overcast,65.52,1534608000,4.0,6.57,357.0,7.06,2.52
66.86,1.0,20180818,61.01,17,0.82,cloudy,,0.0,0.0,,1012.4,Overcast,66.64,1534611600,4.0,8.17,5.0,8.24,3.77
68.04,1.0,20180818,60.93,18,0.79,cloudy,,0.0,0.0,,1012.51,Overcast,67.86,1534615200,4.0,8.12,5.0,7.72,3.29
68.71,1.0,20180818,61.38,19,0.78,cloudy,,0.0,0.0,,1012.6,Overcast,68.49,1534618800,4.0,7.01,12.0,7.09,2.66
69.61,1.0,20180818,61.7,20,0.77,cloudy,,0.0,0.0,,1012.51,Overcast,69.37,1534622400,3.0,8.92,356.0,6.38,2.95
70.26,1.0,20180818,61.77,21,0.75,cloudy,,0.0,0.0,,1012.71,Overcast,70.02,1534626000,2.0,7.02,2.0,6.35,2.76
71.0,1.0,20180818,61.91,22,0.74,cloudy,,0.0,0.0,,1013.0,Overcast,70.76,1534629600,1.0,6.61,0.0,5.06,2.19
70.53,0.75,20180818,62.75,23,0.77,partly-cloudy-day,,0.0,0.0,,1013.0,Mostly Cloudy,70.18,1534633200,0.0,6.6,342.0,3.37,1.14
68.43,0.75,20180819,62.47,00,0.82,partly-cloudy-night,,0.0,0.0,,1013.41,Mostly Cloudy,68.06,1534636800,0.0,8.24,357.0,2.56,1.13
66.11,0.0,20180819,62.31,01,0.89,clear-night,,0.0,0.0,,1013.89,Clear,65.67,1534640400,0.0,8.22,78.0,3.06,0.73
64.39,0.44,20180819,61.65,02,0.92,partly-cloudy-night,,0.0,0.0,,1014.39,Partly Cloudy,63.96,1534644000,0.0,4.79,87.0,2.73,0.24
63.65,0.19,20180819,60.17,03,0.89,clear-night,,0.0,0.0,,1014.51,Clear,63.42,1534647600,0.0,5.04,72.0,2.83,0.95
61.96,1.0,20180819,59.6,04,0.93,fog,,0.0,0.0,,1014.61,Foggy,61.73,1534651200,0.0,1.97,125.0,3.77,0.57
61.79,1.0,20180819,59.18,05,0.92,cloudy,,0.0,0.0,,1015.0,Overcast,61.62,1534654800,0.0,2.39,81.0,2.63,1.3
61.0,1.0,20180819,58.05,06,0.9,fog,,0.0,0.0,,1014.99,Foggy,60.96,1534658400,0.0,1.18,62.0,2.87,1.09
59.63,0.19,20180819,57.42,07,0.92,clear-night,,0.0,0.0,,1016.4,Clear,59.63,1534662000,0.0,2.27,82.0,3.05,0.81
59.87,0.19,20180819,57.39,08,0.91,fog,,0.0,0.0,,1015.55,Foggy,59.87,1534665600,0.0,1.3,66.0,3.84,1.21
59.26,0.19,20180819,56.59,09,0.91,fog,,0.0,0.0,,1015.9,Foggy,59.26,1534669200,0.0,1.91,94.0,4.32,0.95
59.23,1.0,20180819,56.14,10,0.9,cloudy,,0.0,0.0,,1016.6,Overcast,59.23,1534672800,0.0,6.14,35.0,3.9,0.64
58.81,0.8,20180819,55.8,11,0.9,partly-cloudy-day,,0.0,0.0,,1017.33,Mostly Cloudy,58.81,1534676400,0.0,2.9,67.0,4.84,0.91
60.98,1.0,20180819,57.59,12,0.89,cloudy,,0.0,0.0,,1017.78,Overcast,60.98,1534680000,1.0,3.58,100.0,3.2,0.92
65.29,0.44,20180819,59.55,13,0.82,partly-cloudy-day,,0.0,0.0,,1018.12,Partly Cloudy,65.22,1534683600,2.0,6.1,125.0,3.92,1.21
69.55,0.44,20180819,61.2,14,0.75,partly-cloudy-day,,0.0,0.0,,1018.3,Partly Cloudy,69.37,1534687200,4.0,6.5,210.0,4.92,0.56
73.22,0.0,20180819,59.9,15,0.63,clear-day,,0.0,0.0,,1018.3,Clear,73.22,1534690800,6.0,6.49,159.0,5.2,0.67
75.27,0.0,20180819,58.12,16,0.55,clear-day,,0.0,0.0,,1018.4,Clear,75.27,1534694400,7.0,6.62,20.0,6.09,0.6
78.12,0.19,20180819,56.32,17,0.47,clear-day,,0.0,0.0,,1018.12,Clear,78.12,1534698000,7.0,6.6,152.0,6.89,1.31
78.89,0.0,20180819,57.12,18,0.47,clear-day,,0.0,0.0,,1017.6,Clear,78.89,1534701600,7.0,6.57,304.0,6.37,0.93
79.19,0.0,20180819,56.47,19,0.46,clear-day,,0.0,0.0,,1017.2,Clear,79.19,1534705200,6.0,6.65,292.0,7.42,0.74
80.51,0.19,20180819,56.69,20,0.45,clear-day,,0.0,0.0,,1016.99,Clear,80.26,1534708800,4.0,6.73,300.0,6.34,0.47
79.91,0.0,20180819,57.99,21,0.47,clear-day,,0.0,0.0,,1017.1,Clear,79.91,1534712400,2.0,8.12,305.0,5.36,1.32
78.83,0.19,20180819,59.13,22,0.51,clear-day,,0.0,0.0,,1017.56,Clear,78.83,1534716000,1.0,6.71,310.0,4.86,0.89
76.58,0.44,20180819,60.12,23,0.57,partly-cloudy-day,,0.0,0.0,,1017.81,Partly Cloudy,76.55,1534719600,0.0,6.8,324.0,2.65,0.75
71.49,0.0,20180820,60.94,00,0.7,clear-night,,0.0,0.0,,1018.13,Clear,71.37,1534723200,0.0,8.2,63.0,2.31,0.53
67.77,0.0,20180820,61.8,01,0.82,clear-night,,0.0,0.0,,1018.68,Clear,67.47,1534726800,0.0,7.13,113.0,2.07,0.85
66.36,0.0,20180820,61.98,02,0.87,clear-night,,0.0,0.0,,1018.91,Clear,65.98,1534730400,0.0,8.09,100.0,3.24,1.44
64.9,0.0,20180820,61.05,03,0.88,clear-night,,0.0,0.0,,1019.1,Clear,64.59,1534734000,0.0,8.22,121.0,3.24,1.7
64.18,0.0,20180820,59.96,04,0.87,clear-night,,0.0,0.0,,1019.1,Clear,64.01,1534737600,0.0,7.09,139.0,4.27,1.91
62.79,0.0,20180820,58.89,05,0.87,clear-night,,0.0,0.0,,1019.81,Clear,62.72,1534741200,0.0,6.4,154.0,4.99,2.17
62.12,0.0,20180820,58.31,06,0.87,clear-night,,0.0,0.0,,1020.21,Clear,62.1,1534744800,0.0,8.33,151.0,3.69,2.44
61.63,0.19,20180820,57.91,07,0.88,clear-night,,0.0,0.0,,1020.5,Clear,61.63,1534748400,0.0,7.89,166.0,4.47,2.25
61.21,0.44,20180820,57.84,08,0.89,partly-cloudy-night,,0.0,0.0,,1021.02,Partly Cloudy,61.21,1534752000,0.0,6.68,154.0,4.96,2.07
60.82,0.44,20180820,57.49,09,0.89,partly-cloudy-night,,0.0,0.0,,1021.28,Partly Cloudy,60.82,1534755600,0.0,6.62,114.0,3.77,1.54
60.34,0.44,20180820,57.36,10,0.9,partly-cloudy-night,,0.0,0.0,,1021.62,Partly Cloudy,60.34,1534759200,0.0,6.62,125.0,4.15,2.08
60.92,0.44,20180820,57.32,11,0.88,partly-cloudy-day,,0.0,0.0,,1021.79,Partly Cloudy,60.92,1534762800,0.0,6.62,141.0,4.95,1.84
65.01,0.0,20180820,58.7,12,0.8,clear-day,,0.0,0.0,,1021.92,Clear,65.01,1534766400,1.0,6.57,154.0,4.92,1.98
68.36,0.19,20180820,59.39,13,0.73,clear-day,,0.0,0.0,,1022.09,Clear,68.36,1534770000,2.0,6.49,172.0,5.42,2.77
71.15,0.44,20180820,59.01,14,0.66,partly-cloudy-day,,0.0,0.0,,1022.61,Partly Cloudy,71.15,1534773600,4.0,6.43,172.0,6.16,2.95
74.22,0.19,20180820,57.34,15,0.56,clear-day,,0.0,0.0,,1022.22,Clear,74.22,1534777200,6.0,6.5,189.0,6.98,3.69
76.53,0.19,20180820,57.1,16,0.51,clear-day,,0.0,0.0,,1021.71,Clear,76.53,1534780800,7.0,6.52,177.0,7.69,3.42
78.4,0.19,20180820,57.37,17,0.49,clear-day,,0.0,0.0,,1021.06,Clear,78.4,1534784400,7.0,6.62,183.0,6.8,2.23
79.22,0.44,20180820,56.94,18,0.47,partly-cloudy-day,,0.0,0.0,,1020.62,Partly Cloudy,79.22,1534788000,6.0,6.62,192.0,6.57,1.75
79.22,0.0,20180820,56.26,19,0.45,clear-day,,0.0,0.0,,1020.01,Clear,79.22,1534791600,6.0,6.67,203.0,6.31,2.06
80.68,0.19,20180820,57.01,20,0.45,clear-day,,0.0,0.0,,1019.61,Clear,80.44,1534795200,4.0,8.08,205.0,5.98,2.71
79.92,0.19,20180820,57.65,21,0.47,clear-day,,0.0,0.0,,1019.3,Clear,79.92,1534798800,2.0,8.03,214.0,5.82,2.29
79.02,0.44,20180820,59.0,22,0.5,partly-cloudy-day,,0.0,0.0,,1018.91,Partly Cloudy,79.02,1534802400,1.0,8.11,187.0,5.09,2.2
76.94,0.0,20180820,59.96,23,0.56,clear-day,,0.0,0.0,,1019.22,Clear,76.92,1534806000,0.0,8.1,209.0,4.22,1.7
71.66,0.44,20180821,60.47,00,0.68,partly-cloudy-night,,0.0,0.0,,1019.61,Partly Cloudy,71.6,1534809600,0.0,8.17,168.0,2.87,1.71
68.62,0.0,20180821,59.62,01,0.73,clear-night,,0.0,0.0,,1019.81,Clear,68.62,1534813200,0.0,8.2,129.0,3.03,2.36
67.3,0.0,20180821,58.43,02,0.73,clear-night,,0.0,0.0,,1020.21,Clear,67.3,1534816800,0.0,6.66,131.0,4.52,2.1
65.93,0.0,20180821,57.74,03,0.75,clear-night,,0.0,0.0,,1020.29,Clear,65.93,1534820400,0.0,6.69,143.0,4.91,2.59
64.66,0.0,20180821,57.06,04,0.76,clear-night,,0.0,0.0,,1020.21,Clear,64.66,1534824000,0.0,6.67,169.0,5.12,2.25
63.05,0.0,20180821,56.91,05,0.8,clear-night,,0.0,0.0,,1020.09,Clear,63.05,1534827600,0.0,8.28,140.0,4.03,1.56
61.71,0.0,20180821,56.91,06,0.84,clear-night,,0.0,0.0,,,Clear,61.71,1534831200,0.0,8.73,152.0,3.3,0.9
60.83,0.0,20180821,56.42,07,0.85,clear-night,,0.0,0.0,,,Clear,60.83,1534834800,0.0,9.07,111.0,2.83,1.49
60.26,0.0,20180821,56.12,08,0.86,clear-night,,0.0,0.0,,1019.3,Clear,60.26,1534838400,0.0,6.58,154.0,3.72,0.67
61.54,0.0,20180821,56.14,09,0.82,clear-night,,0.0,0.0,,1019.42,Clear,61.54,1534842000,0.0,8.22,147.0,4.96,2.64
60.68,0.44,20180821,56.02,10,0.85,partly-cloudy-night,,0.0,0.0,,1019.49,Partly Cloudy,60.68,1534845600,0.0,8.28,132.0,4.02,2.12
60.88,0.08,20180821,56.98,11,0.87,clear-day,,0.0,0.0,,1019.37,Clear,60.88,1534849200,0.0,5.21,135.0,5.87,1.79
64.61,0.14,20180821,58.39,12,0.8,clear-day,,0.0,0.0,,1019.33,Clear,64.61,1534852800,1.0,5.02,134.0,6.09,2.89
