apparentTemperature,cloudCover,dateKey,dewPoint,hourKey,humidity,icon,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
-1.96,0.75,20171231,-7.64,05,0.76,partly-cloudy-night,,0.0,0.0,,1018.72,Mostly Cloudy,-1.96,1514696400,0.0,6.66,18.0,3.86,1.63
-2.99,0.75,20171231,-9.02,06,0.75,partly-cloudy-night,,0.0,0.0,,1018.8,Mostly Cloudy,-2.99,1514700000,0.0,5.49,23.0,3.42,0.99
-2.68,0.19,20171231,-9.1,07,0.73,clear-night,,0.0,0.0,,1019.61,Clear,-2.68,1514703600,0.0,7.6,350.0,3.54,1.1
-2.7,0.75,20171231,-9.49,08,0.72,partly-cloudy-night,,0.0,0.0,,1020.62,Mostly Cloudy,-2.7,1514707200,0.0,7.0,3.0,3.91,0.94
-3.1,0.44,20171231,-9.93,09,0.72,partly-cloudy-night,,0.0,0.0,,1021.41,Partly Cloudy,-3.1,1514710800,0.0,7.05,320.0,4.27,0.9
-3.37,0.44,20171231,-11.09,10,0.69,partly-cloudy-night,,0.0,0.0,,1022.22,Partly Cloudy,-3.37,1514714400,0.0,7.6,304.0,6.23,1.42
-3.55,0.75,20171231,-11.07,11,0.69,partly-cloudy-night,,0.0,0.0,,1022.92,Mostly Cloudy,-3.55,1514718000,0.0,7.16,314.0,7.09,1.77
-4.43,0.44,20171231,-11.79,12,0.7,partly-cloudy-night,,0.0,0.0,,1024.01,Partly Cloudy,-4.43,1514721600,0.0,7.6,305.0,6.11,2.02
-4.78,0.75,20171231,-12.42,13,0.69,partly-cloudy-day,,0.0,0.0,,1024.7,Mostly Cloudy,-4.78,1514725200,0.0,7.6,310.0,7.17,2.18
-12.27,0.75,20171231,-11.51,14,0.68,partly-cloudy-day,,0.0,0.0,,1024.89,Mostly Cloudy,-3.53,1514728800,0.0,7.6,318.0,8.52,3.64
-10.46,0.44,20171231,-11.53,15,0.63,partly-cloudy-day,,0.0,0.0,,1025.9,Partly Cloudy,-2.22,1514732400,1.0,7.67,306.0,9.79,3.48
-9.27,0.75,20171231,-11.26,16,0.6,partly-cloudy-day,,0.0,0.0,,1025.51,Mostly Cloudy,-0.89,1514736000,1.0,7.53,313.0,9.45,3.66
-8.31,1.0,20171231,-10.61,17,0.59,cloudy,,0.0,0.0,,1025.08,Overcast,0.37,1514739600,1.0,7.71,320.0,11.09,3.92
1.16,0.75,20171231,-9.9,18,0.59,partly-cloudy-day,,0.0,0.0,,1024.8,Mostly Cloudy,1.16,1514743200,1.0,5.11,310.0,9.78,2.95
1.69,1.0,20171231,-8.97,19,0.6,cloudy,,0.0,0.0,,1024.61,Overcast,1.69,1514746800,1.0,6.71,328.0,9.22,2.91
0.95,1.0,20171231,-8.72,20,0.63,cloudy,,0.0,0.0,,1024.99,Overcast,0.95,1514750400,0.0,3.67,335.0,8.6,2.16
-0.11,1.0,20171231,-9.56,21,0.63,cloudy,,0.0,0.0,,1025.32,Overcast,-0.11,1514754000,0.0,3.91,352.0,7.82,1.98
-1.49,1.0,20171231,-10.48,22,0.65,cloudy,,0.0,0.0,,1025.9,Overcast,-1.49,1514757600,0.0,6.0,355.0,5.05,1.93
-2.72,1.0,20171231,-11.67,23,0.65,cloudy,,0.0,0.0,,1026.59,Overcast,-2.72,1514761200,0.0,10.0,8.0,5.9,1.81
-3.81,1.0,20180101,-12.74,00,0.64,cloudy,,0.0,0.0,,1027.49,Overcast,-3.81,1514764800,0.0,7.17,349.0,6.17,1.44
-4.91,0.75,20180101,-13.6,01,0.65,partly-cloudy-night,,0.0,0.0,,1027.59,Mostly Cloudy,-4.91,1514768400,0.0,7.16,345.0,4.26,1.29
-5.44,0.19,20180101,-14.25,02,0.65,clear-night,,0.0,0.0,,1027.69,Clear,-5.44,1514772000,0.0,7.16,349.0,4.19,0.73
-6.09,0.75,20180101,-14.4,03,0.66,partly-cloudy-night,,0.0,0.0,,1027.8,Mostly Cloudy,-6.09,1514775600,0.0,7.6,345.0,3.64,0.73
-6.16,1.0,20180101,-14.28,04,0.67,cloudy,,0.0,0.0,,1028.21,Overcast,-6.16,1514779200,0.0,7.16,332.0,3.32,1.09
-5.5,0.75,20180101,-13.8,05,0.66,partly-cloudy-night,,0.0,0.0,,1027.69,Mostly Cloudy,-5.5,1514782800,0.0,5.16,329.0,5.77,2.33
-6.35,0.75,20180101,-14.49,06,0.67,partly-cloudy-night,,0.0,0.0,,1027.9,Mostly Cloudy,-6.35,1514786400,0.0,7.16,8.0,3.69,1.27
-7.05,1.0,20180101,-15.32,07,0.66,cloudy,,0.0,0.0,,1027.9,Overcast,-7.05,1514790000,0.0,7.6,10.0,3.69,1.08
-7.99,0.0,20180101,-16.15,08,0.66,clear-night,,0.0,0.0,,1028.11,Clear,-7.99,1514793600,0.0,7.6,359.0,3.54,0.75
-8.87,0.0,20180101,-16.73,09,0.67,clear-night,,0.0,0.0,,1027.9,Clear,-8.87,1514797200,0.0,7.16,24.0,3.24,0.64
-9.45,0.19,20180101,-17.18,10,0.68,clear-night,,0.0,0.0,,1027.8,Clear,-9.45,1514800800,0.0,8.39,42.0,2.32,0.47
-10.35,0.19,20180101,-17.78,11,0.69,clear-night,,0.0,0.0,,1028.0,Clear,-10.35,1514804400,0.0,8.39,1.0,1.84,0.4
-11.45,0.0,20180101,-18.93,12,0.68,clear-night,,0.0,0.0,,1028.21,Clear,-11.45,1514808000,0.0,7.91,32.0,1.47,0.34
-10.88,0.44,20180101,-19.0,13,0.66,partly-cloudy-day,,0.0,0.0,,1028.63,Partly Cloudy,-10.88,1514811600,0.0,7.6,46.0,1.9,0.37
-10.39,0.0,20180101,-17.38,14,0.7,clear-day,,0.0,0.0,,1028.52,Clear,-10.39,1514815200,0.0,7.6,26.0,2.15,0.67
-3.92,0.0,20180101,-12.55,15,0.65,clear-day,,0.0,0.0,,1028.68,Clear,-3.92,1514818800,1.0,7.11,30.0,3.67,0.64
-0.53,0.0,20180101,-10.97,16,0.6,clear-day,,0.0,0.0,,1028.31,Clear,-0.53,1514822400,1.0,7.52,319.0,5.85,0.78
1.69,0.0,20180101,-10.69,17,0.55,clear-day,,0.0,0.0,,1027.39,Clear,1.69,1514826000,1.0,7.71,316.0,6.82,1.53
3.03,0.0,20180101,-10.51,18,0.52,clear-day,,0.0,0.0,,1026.79,Clear,3.03,1514829600,1.0,7.71,316.0,7.18,2.07
3.31,0.0,20180101,-10.2,19,0.52,clear-day,,0.0,0.0,,1026.79,Clear,3.31,1514833200,1.0,6.5,323.0,8.03,2.34
3.13,0.51,20180101,-10.05,20,0.53,partly-cloudy-day,,0.0,0.0,,1026.69,Partly Cloudy,3.13,1514836800,0.0,7.6,325.0,5.83,1.45
1.64,0.19,20180101,-10.31,21,0.56,clear-day,,0.0,0.0,,1026.49,Clear,1.64,1514840400,0.0,7.71,16.0,3.13,0.5
-1.37,0.13,20180101,-11.33,22,0.62,clear-night,,0.0,0.0,,1026.52,Clear,-1.37,1514844000,0.0,7.6,80.0,1.64,0.24
-2.91,0.0,20180101,-12.35,23,0.63,clear-night,,0.0,0.0,,1026.62,Clear,-2.91,1514847600,0.0,7.0,52.0,1.7,0.44
-5.66,0.0,20180102,-13.46,00,0.68,clear-night,,0.0,0.0,,1026.69,Clear,-5.66,1514851200,0.0,6.17,33.0,1.32,0.1
-6.38,0.75,20180102,-13.91,01,0.69,partly-cloudy-night,,0.0,0.0,,1026.49,Mostly Cloudy,-6.38,1514854800,0.0,7.91,52.0,1.44,0.15
-7.14,0.75,20180102,-14.75,02,0.68,partly-cloudy-night,,0.0,0.0,,1026.39,Mostly Cloudy,-7.14,1514858400,0.0,7.6,65.0,1.21,0.31
-8.46,0.75,20180102,-15.34,03,0.71,partly-cloudy-night,,0.0,0.0,,1025.9,Mostly Cloudy,-8.46,1514862000,0.0,7.16,49.0,1.35,0.34
-9.05,0.44,20180102,-15.8,04,0.71,partly-cloudy-night,,0.0,0.0,,1026.0,Partly Cloudy,-9.05,1514865600,0.0,5.51,69.0,1.06,0.26
-7.82,0.75,20180102,-14.95,05,0.7,partly-cloudy-night,,0.0,0.0,,1026.0,Mostly Cloudy,-7.82,1514869200,0.0,6.66,76.0,1.44,0.29
-7.92,1.0,20180102,-15.45,06,0.69,cloudy,,0.0,0.0,,1025.9,Overcast,-7.92,1514872800,0.0,7.6,64.0,1.12,0.4
-8.39,0.44,20180102,-15.66,07,0.69,partly-cloudy-night,,0.0,0.0,,1026.39,Partly Cloudy,-8.39,1514876400,0.0,8.39,70.0,1.47,0.5
-9.8,0.19,20180102,-17.15,08,0.69,clear-night,,0.0,0.0,,1027.0,Clear,-9.8,1514880000,0.0,7.6,57.0,1.69,0.52
-10.03,0.61,20180102,-17.46,09,0.69,partly-cloudy-night,,0.0,0.0,,1027.25,Mostly Cloudy,-10.03,1514883600,0.0,4.33,42.0,1.24,0.28
-11.1,0.0,20180102,-18.71,10,0.68,clear-night,,0.0,0.0,,1027.51,Clear,-11.1,1514887200,0.0,5.86,73.0,1.18,0.3
-9.05,0.0,20180102,-17.09,11,0.67,clear-night,,0.0,0.0,,1027.61,Clear,-9.05,1514890800,0.0,5.86,81.0,1.8,0.74
-12.33,0.0,20180102,-19.2,12,0.7,clear-night,,0.0,0.0,,1027.81,Clear,-12.33,1514894400,0.0,5.86,72.0,1.27,0.32
-12.36,0.0,20180102,-19.16,13,0.71,clear-day,,0.0,0.0,,1027.8,Clear,-12.36,1514898000,0.0,5.88,101.0,1.6,0.59
-8.12,0.82,20180102,-14.83,14,0.71,partly-cloudy-day,,0.0,0.0,,1027.59,Mostly Cloudy,-8.12,1514901600,0.0,6.34,141.0,2.95,1.05
-0.95,0.54,20180102,-8.79,15,0.68,partly-cloudy-day,,0.0,0.0,,1026.79,Partly Cloudy,-0.95,1514905200,1.0,7.16,178.0,4.67,1.48
2.53,0.75,20180102,-6.67,16,0.64,partly-cloudy-day,,0.0,0.0,,1025.63,Mostly Cloudy,2.53,1514908800,1.0,7.0,183.0,7.73,2.66
-0.84,0.75,20180102,-5.17,17,0.61,partly-cloudy-day,,0.0,0.0,,1024.52,Mostly Cloudy,5.48,1514912400,1.0,7.93,186.0,8.23,3.08
7.14,1.0,20180102,-3.55,18,0.61,cloudy,,0.0,0.0,,1022.48,Overcast,7.14,1514916000,1.0,7.2,178.0,6.93,2.42
2.0,1.0,20180102,-1.4,19,0.62,cloudy,,0.0,0.0,,1021.2,Overcast,9.04,1514919600,1.0,4.43,179.0,8.93,3.73
3.27,1.0,20180102,1.55,20,0.69,cloudy,,0.0,0.0,,1020.5,Overcast,9.55,1514923200,0.0,2.3,182.0,10.32,3.34
4.34,1.0,20180102,3.23,21,0.72,cloudy,,0.0,0.0,,1019.89,Overcast,10.44,1514926800,0.0,3.57,177.0,9.33,3.3
5.04,1.0,20180102,4.07,22,0.73,cloudy,,0.0,0.0,,1019.09,Overcast,11.06,1514930400,0.0,4.15,189.0,10.55,3.31
12.78,1.0,20180102,6.78,23,0.76,cloudy,,0.0,0.0,,1018.96,Overcast,12.78,1514934000,0.0,7.99,193.0,10.54,2.6
14.12,1.0,20180103,8.24,00,0.77,cloudy,,0.0,0.0,,1019.01,Overcast,14.12,1514937600,0.0,5.08,185.0,10.84,2.64
10.23,1.0,20180103,10.1,01,0.79,cloudy,,0.0,0.0,,1019.04,Overcast,15.51,1514941200,0.0,2.7,192.0,9.31,3.24
16.53,1.0,20180103,11.25,02,0.79,cloudy,,0.0,0.0,,1018.96,Overcast,16.53,1514944800,0.0,3.61,186.0,11.26,2.72
17.49,1.0,20180103,11.74,03,0.78,cloudy,,0.0,0.0,,1018.6,Overcast,17.49,1514948400,0.0,5.18,184.0,8.38,2.82
17.87,1.0,20180103,11.62,04,0.76,cloudy,,0.0,0.0,,1019.07,Overcast,17.87,1514952000,0.0,6.68,178.0,7.85,2.96
13.17,1.0,20180103,10.88,05,0.73,cloudy,,0.0,0.0,,1019.31,Overcast,17.91,1514955600,0.0,6.68,184.0,8.34,3.12
13.27,1.0,20180103,10.16,06,0.71,cloudy,,0.0,0.0,,1019.64,Overcast,17.97,1514959200,0.0,6.91,179.0,9.27,3.1
12.14,1.0,20180103,10.01,07,0.7,cloudy,,0.0,0.0,,1020.49,Overcast,18.08,1514962800,0.0,6.68,186.0,10.92,3.9
12.82,1.0,20180103,9.89,08,0.7,cloudy,,0.0,0.0,,1020.95,Overcast,17.87,1514966400,0.0,6.68,189.0,9.01,3.3
16.95,0.92,20180103,8.91,09,0.7,partly-cloudy-night,,0.0,0.0,,1020.69,Mostly Cloudy,16.95,1514970000,0.0,7.16,182.0,6.06,2.23
16.01,0.06,20180103,8.61,10,0.72,clear-night,,0.0,0.0,,1020.91,Clear,16.01,1514973600,0.0,10.0,171.0,4.79,1.96
10.78,0.13,20180103,8.12,11,0.71,clear-night,,0.0,0.0,,1021.2,Clear,15.69,1514977200,0.0,7.6,179.0,8.01,3.05
9.54,0.13,20180103,7.67,12,0.71,clear-night,,0.0,0.0,,1021.69,Clear,15.47,1514980800,0.0,7.6,180.0,9.99,3.64
9.58,0.3,20180103,7.2,13,0.69,partly-cloudy-day,,0.0,0.0,,1021.99,Partly Cloudy,15.49,1514984400,0.0,7.0,173.0,10.81,3.62
10.71,0.51,20180103,6.96,14,0.66,partly-cloudy-day,,0.0,0.0,,1022.27,Partly Cloudy,16.19,1514988000,0.0,7.18,174.0,10.55,3.42
12.84,0.51,20180103,7.71,15,0.65,partly-cloudy-day,,0.0,0.0,,1022.44,Partly Cloudy,17.55,1514991600,1.0,7.16,187.0,9.44,3.07
12.78,0.57,20180103,7.28,16,0.6,partly-cloudy-day,,0.0,0.0,,1022.48,Partly Cloudy,18.78,1514995200,1.0,7.62,185.0,11.66,4.02
14.0,0.54,20180103,7.57,17,0.57,partly-cloudy-day,,0.0,0.0,,1020.96,Partly Cloudy,20.32,1514998800,1.0,7.57,165.0,10.91,4.45
14.89,0.45,20180103,6.76,18,0.51,partly-cloudy-day,,0.0,0.0,,1019.95,Partly Cloudy,22.04,1515002400,1.0,7.17,177.0,13.74,5.47
16.01,0.45,20180103,5.84,19,0.48,partly-cloudy-day,,0.0,0.0,,1019.24,Partly Cloudy,22.7,1515006000,1.0,6.82,181.0,15.24,5.13
16.81,0.83,20180103,5.52,20,0.46,partly-cloudy-day,,0.0,0.0,,1018.81,Mostly Cloudy,22.98,1515009600,0.0,6.08,172.0,13.79,4.7
16.93,0.83,20180103,4.42,21,0.44,partly-cloudy-day,,0.0,0.0,,1018.49,Mostly Cloudy,22.8,1515013200,0.0,6.15,175.0,11.67,4.41
16.52,0.45,20180103,3.35,22,0.45,partly-cloudy-night,,0.0,0.0,,1018.33,Partly Cloudy,21.17,1515016800,0.0,6.37,178.0,10.05,3.33
14.57,0.19,20180103,2.95,23,0.47,clear-night,,0.0,0.0,,1018.26,Clear,19.99,1515020400,0.0,5.28,181.0,9.16,3.74
20.51,0.19,20180104,2.51,00,0.45,clear-night,,0.0,0.0,,1018.7,Clear,20.51,1515024000,0.0,5.35,191.0,8.66,2.89
20.3,0.75,20180104,2.78,01,0.46,partly-cloudy-night,,0.0,0.0,,1018.52,Mostly Cloudy,20.3,1515027600,0.0,5.33,180.0,7.13,2.29
18.97,0.14,20180104,3.33,02,0.5,clear-night,,0.0,0.0,,1019.02,Clear,18.97,1515031200,0.0,5.32,173.0,7.18,2.73
18.42,0.54,20180104,3.27,03,0.51,partly-cloudy-night,,0.0,0.0,,1019.17,Partly Cloudy,18.42,1515034800,0.0,5.5,171.0,5.83,2.12
18.1,0.37,20180104,3.42,04,0.52,partly-cloudy-night,,0.0,0.0,,1017.99,Partly Cloudy,18.1,1515038400,0.0,5.94,165.0,4.41,1.46
16.9,0.13,20180104,2.77,05,0.53,clear-night,,0.0,0.0,,1017.43,Clear,16.9,1515042000,0.0,5.43,188.0,4.11,1.48
15.8,0.0,20180104,2.2,06,0.54,clear-night,,0.0,0.0,,1017.29,Clear,15.8,1515045600,0.0,7.58,174.0,3.17,0.88
13.84,0.3,20180104,2.03,07,0.59,partly-cloudy-night,,0.0,0.0,,1016.64,Partly Cloudy,13.84,1515049200,0.0,7.6,161.0,2.43,0.62
12.73,0.13,20180104,2.34,08,0.62,clear-night,,0.0,0.0,,1015.88,Clear,12.73,1515052800,0.0,8.39,155.0,2.04,0.76
13.39,0.74,20180104,3.49,09,0.64,partly-cloudy-night,,0.0,0.0,,1015.45,Mostly Cloudy,13.39,1515056400,0.0,5.37,154.0,2.34,0.48
14.2,0.92,20180104,4.86,10,0.66,partly-cloudy-night,,0.0,0.0,,1014.11,Mostly Cloudy,14.2,1515060000,0.0,5.35,99.0,2.23,0.21
14.2,1.0,20180104,5.37,11,0.67,cloudy,,0.0,0.0,,1013.0,Overcast,14.2,1515063600,0.0,5.45,63.0,2.06,0.51
13.85,0.92,20180104,5.19,12,0.68,partly-cloudy-night,,0.0,0.0,,1012.8,Mostly Cloudy,13.85,1515067200,0.0,5.96,74.0,1.55,0.28
14.54,0.92,20180104,6.14,13,0.69,partly-cloudy-day,,0.0,0.0,,1011.0,Mostly Cloudy,14.54,1515070800,0.0,6.36,19.0,1.68,0.27
15.73,1.0,20180104,6.99,14,0.68,cloudy,,0.0,0.0,,1010.8,Overcast,15.73,1515074400,0.0,5.37,23.0,2.56,1.06
16.79,1.0,20180104,7.25,15,0.65,cloudy,,0.0,0.0,,1009.67,Overcast,16.79,1515078000,1.0,5.23,350.0,2.44,1.26
17.19,1.0,20180104,8.41,16,0.68,cloudy,,0.0,0.0,,1008.19,Overcast,17.19,1515081600,1.0,2.07,348.0,4.18,1.85
16.64,1.0,20180104,9.94,17,0.74,fog,,0.0,0.0,,1006.43,Foggy,16.64,1515085200,1.0,1.0,350.0,4.16,2.29
16.59,1.0,20180104,10.47,18,0.76,fog,,0.0,0.0,,1003.79,Foggy,16.59,1515088800,1.0,0.93,345.0,7.05,2.97
10.21,1.0,20180104,10.25,19,0.75,fog,,0.0,0.0,,1002.32,Foggy,16.64,1515092400,1.0,1.09,347.0,8.65,4.09
8.9,1.0,20180104,10.06,20,0.77,fog,,0.0,0.0,,1001.32,Foggy,16.1,1515096000,0.0,0.93,346.0,9.67,4.59
9.43,1.0,20180104,10.85,21,0.79,fog,,0.0,0.0,,1000.19,Foggy,16.07,1515099600,0.0,0.69,339.0,10.43,4.17
8.91,1.0,20180104,11.08,22,0.8,fog,,0.0,0.0,,998.49,Foggy,16.07,1515103200,0.0,0.86,344.0,10.94,4.56
9.07,1.0,20180104,12.04,23,0.82,fog,,0.0,0.0,,997.86,Foggy,16.66,1515106800,0.0,0.61,334.0,13.38,4.99
9.35,1.0,20180105,13.0,00,0.83,fog,,0.0,0.0,,997.59,Foggy,17.25,1515110400,0.0,0.87,343.0,13.78,5.36
10.44,1.0,20180105,13.82,01,0.83,fog,,0.0,0.0,,997.05,Foggy,18.02,1515114000,0.0,1.03,329.0,15.14,5.18
10.18,1.0,20180105,13.75,02,0.82,fog,,0.0,0.0,,996.1,Foggy,18.42,1515117600,0.0,0.95,324.0,17.3,5.87
9.85,1.0,20180105,12.58,03,0.79,fog,,0.0,0.0,,995.4,Foggy,18.1,1515121200,0.0,1.37,313.0,17.3,5.83
7.51,1.0,20180105,10.31,04,0.76,fog,,0.0,0.0,,995.71,Foggy,16.38,1515124800,0.0,1.25,315.0,19.26,6.12
5.6,1.0,20180105,6.69,05,0.76,cloudy,,0.0,0.0,,995.81,Overcast,12.92,1515128400,0.0,2.31,308.0,17.21,4.3
1.55,1.0,20180105,3.21,06,0.73,cloudy,,0.0,0.0,,996.1,Overcast,10.15,1515132000,0.0,2.81,305.0,15.8,4.9
-0.52,1.0,20180105,0.96,07,0.71,cloudy,,0.0,0.0,,996.6,Overcast,8.3,1515135600,0.0,2.47,303.0,16.38,4.82
-2.0,1.0,20180105,-0.15,08,0.73,fog,,0.0,0.0,,997.2,Foggy,6.66,1515139200,0.0,1.84,306.0,14.43,4.52
-4.18,1.0,20180105,-1.34,09,0.75,fog,,0.0,0.0,,997.93,Foggy,4.83,1515142800,0.0,1.57,306.0,14.23,4.55
-5.81,1.0,20180105,-2.96,10,0.75,fog,,0.0,0.0,,998.53,Foggy,3.25,1515146400,0.0,1.78,295.0,14.26,4.41
-6.9,1.0,20180105,-4.23,11,0.75,fog,,0.0,0.0,,999.23,Foggy,1.85,1515150000,0.0,1.41,285.0,14.46,4.09
-9.68,1.0,20180105,-6.51,12,0.72,fog,,0.0,0.0,,1000.4,Foggy,0.29,1515153600,0.0,1.82,303.0,15.6,4.68
-10.8,1.0,20180105,-7.98,13,0.71,cloudy,,0.0,0.0,,1001.13,Overcast,-0.88,1515157200,0.0,2.19,305.0,13.49,4.52
-10.29,1.0,20180105,-8.66,14,0.71,fog,,0.0,0.0,,1002.0,Foggy,-1.64,1515160800,0.0,1.09,293.0,12.48,3.73
-12.47,1.0,20180105,-9.2,15,0.7,fog,,0.0,0.0,,1002.8,Foggy,-1.83,1515164400,1.0,1.26,294.0,13.79,4.87
-13.28,1.0,20180105,-9.6,16,0.7,cloudy,,0.0,0.0,,1003.0,Overcast,-2.16,1515168000,1.0,2.19,291.0,14.14,5.15
-12.4,1.0,20180105,-10.08,17,0.68,fog,,0.0,0.0,,1003.3,Foggy,-2.04,1515171600,1.0,1.8,294.0,14.91,4.68
-11.18,1.0,20180105,-9.68,18,0.67,cloudy,,0.0,0.0,,1003.5,Overcast,-1.35,1515175200,1.0,2.65,294.0,14.16,4.43
-11.47,1.0,20180105,-9.66,19,0.66,fog,,0.0,0.0,,1004.29,Foggy,-1.24,1515178800,1.0,1.64,286.0,14.14,4.68
-12.43,1.0,20180105,-9.91,20,0.66,cloudy,,0.0,0.0,,1005.01,Overcast,-1.3,1515182400,0.0,2.56,292.0,15.75,5.26
-12.01,1.0,20180105,-10.56,21,0.65,cloudy,,0.0,0.0,,1005.89,Overcast,-1.82,1515186000,0.0,2.07,298.0,15.26,4.59
-13.6,1.0,20180105,-11.26,22,0.65,cloudy,,0.0,0.0,,1007.1,Overcast,-2.5,1515189600,0.0,2.7,291.0,14.75,5.1
-14.01,1.0,20180105,-11.69,23,0.65,cloudy,,0.0,0.0,,1007.9,Overcast,-3.0,1515193200,0.0,2.5,281.0,15.14,4.99
-14.33,1.0,20180106,-11.57,00,0.66,cloudy,,0.0,0.0,,1008.9,Overcast,-3.2,1515196800,0.0,3.41,282.0,14.73,5.04
-14.72,1.0,20180106,-11.59,01,0.67,cloudy,,0.0,0.0,,1009.51,Overcast,-3.28,1515200400,0.0,2.08,285.0,15.39,5.24
-13.68,1.0,20180106,-11.67,02,0.66,cloudy,,0.0,0.0,,1009.79,Overcast,-3.31,1515204000,0.0,2.5,282.0,15.74,4.55
-14.18,1.0,20180106,-12.09,03,0.65,cloudy,,0.0,0.0,,1009.91,Overcast,-3.38,1515207600,0.0,3.79,280.0,14.33,4.81
-15.32,1.0,20180106,-12.61,04,0.64,cloudy,,0.0,0.0,,1010.2,Overcast,-3.57,1515211200,0.0,4.77,283.0,15.78,5.41
-15.38,1.0,20180106,-12.9,05,0.65,cloudy,,0.0,0.0,,1010.7,Overcast,-4.05,1515214800,0.0,3.93,281.0,14.86,5.08
-15.88,1.0,20180106,-14.06,06,0.64,cloudy,,0.0,0.0,,1011.29,Overcast,-5.01,1515218400,0.0,5.58,294.0,15.05,4.68
-16.7,1.0,20180106,-15.03,07,0.63,cloudy,,0.0,0.0,,1012.01,Overcast,-5.66,1515222000,0.0,5.48,286.0,13.46,4.72
-16.36,1.0,20180106,-14.99,08,0.64,cloudy,,0.0,0.0,,1012.8,Overcast,-6.05,1515225600,0.0,3.84,289.0,13.94,4.26
-16.39,1.0,20180106,-15.71,09,0.63,cloudy,,0.0,0.0,,1013.09,Overcast,-6.59,1515229200,0.0,4.49,290.0,14.1,3.95
-17.07,1.0,20180106,-15.96,10,0.65,cloudy,,0.0,0.0,,1013.59,Overcast,-7.23,1515232800,0.0,3.31,305.0,13.38,3.91
-17.66,1.0,20180106,-16.04,11,0.67,fog,,0.0,0.0,,1014.51,Foggy,-7.92,1515236400,0.0,1.7,301.0,14.8,3.81
-19.85,1.0,20180106,-15.73,12,0.69,fog,,0.0,0.0,,1015.72,Foggy,-8.21,1515240000,0.0,1.56,299.0,14.44,4.82
-18.45,1.0,20180106,-15.67,13,0.7,fog,,0.0,0.0,,1016.81,Foggy,-8.42,1515243600,0.0,1.58,290.0,12.64,3.92
-17.87,1.0,20180106,-15.41,14,0.69,fog,,0.0,0.0,,1017.89,Foggy,-8.05,1515247200,0.0,1.47,294.0,12.1,3.84
-16.08,1.0,20180106,-14.92,15,0.69,fog,,0.0,0.0,,1018.91,Foggy,-7.48,1515250800,1.0,1.7,280.0,12.91,3.31
-14.79,1.0,20180106,-14.36,16,0.68,fog,,0.0,0.0,,1019.49,Foggy,-6.56,1515254400,1.0,1.94,290.0,12.29,3.21
-14.33,1.0,20180106,-13.77,17,0.67,cloudy,,0.0,0.0,,1019.81,Overcast,-5.7,1515258000,1.0,2.14,283.0,11.45,3.44
-13.07,1.0,20180106,-13.34,18,0.65,cloudy,,0.0,0.0,,1020.62,Overcast,-4.64,1515261600,1.0,4.4,296.0,11.84,3.41
-11.87,1.0,20180106,-12.84,19,0.64,cloudy,,0.0,0.0,,1021.28,Overcast,-3.72,1515265200,1.0,3.25,301.0,11.41,3.35
-11.44,1.0,20180106,-12.63,20,0.63,cloudy,,0.0,0.0,,1022.31,Overcast,-3.34,1515268800,0.0,4.56,303.0,11.61,3.35
-11.64,0.75,20180106,-12.65,21,0.64,partly-cloudy-day,,0.0,0.0,,1023.6,Mostly Cloudy,-3.59,1515272400,0.0,7.16,307.0,11.16,3.31
-12.6,0.75,20180106,-14.11,22,0.62,partly-cloudy-night,,0.0,0.0,,1025.08,Mostly Cloudy,-4.43,1515276000,0.0,7.16,304.0,11.76,3.31
-12.85,0.75,20180106,-14.73,23,0.62,partly-cloudy-night,,0.0,0.0,,1026.49,Mostly Cloudy,-5.25,1515279600,0.0,7.16,301.0,11.18,3.01
-5.92,0.44,20180107,-15.71,00,0.61,partly-cloudy-night,,0.0,0.0,,1027.8,Partly Cloudy,-5.92,1515283200,0.0,7.16,308.0,10.07,2.32
-6.51,0.19,20180107,-16.28,01,0.61,clear-night,,0.0,0.0,,1028.21,Clear,-6.51,1515286800,0.0,7.16,319.0,6.86,1.93
-6.91,0.19,20180107,-16.42,02,0.62,clear-night,,0.0,0.0,,1029.0,Clear,-6.91,1515290400,0.0,7.16,328.0,6.82,1.74
-7.93,0.19,20180107,-16.8,03,0.64,clear-night,,0.0,0.0,,1029.58,Clear,-7.93,1515294000,0.0,7.6,323.0,6.4,1.75
-8.51,0.0,20180107,-17.42,04,0.64,clear-night,,0.0,0.0,,1029.8,Clear,-8.51,1515297600,0.0,4.33,325.0,3.06,0.78
-9.67,0.0,20180107,-18.51,05,0.64,clear-night,,0.0,0.0,,1030.01,Clear,-9.67,1515301200,0.0,4.33,331.0,3.56,0.61
-9.53,0.0,20180107,-18.87,06,0.62,clear-night,,0.0,0.0,,1030.69,Clear,-9.53,1515304800,0.0,5.86,349.0,3.71,0.66
-9.69,0.08,20180107,-18.8,07,0.63,clear-night,,0.0,0.0,,1031.59,Clear,-9.69,1515308400,0.0,5.86,0.0,2.55,1.0
-10.06,0.08,20180107,-19.87,08,0.61,clear-night,,0.0,0.0,,1032.42,Clear,-10.06,1515312000,0.0,5.86,31.0,2.38,0.58
-11.39,0.08,20180107,-19.96,09,0.65,clear-night,,0.0,0.0,,1032.72,Clear,-11.39,1515315600,0.0,5.86,69.0,2.3,0.28
