apparentTemperature,cloudCover,dateKey,dewPoint,hourKey,humidity,icon,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
25.09,0.97,20171231,15.48,07,0.66,cloudy,,0.0,0.0,,1025.8,Overcast,25.09,1514703600,0.0,5.03,199.0,2.81,0.61
25.45,0.7,20171231,15.74,08,0.66,partly-cloudy-night,,0.0,0.0,,1024.7,Mostly Cloudy,25.45,1514707200,0.0,4.4,205.0,2.3,0.5
25.59,0.84,20171231,15.98,09,0.66,partly-cloudy-night,,0.0,0.0,,1024.1,Mostly Cloudy,25.59,1514710800,0.0,5.53,197.0,1.9,0.34
25.97,0.76,20171231,16.27,10,0.66,partly-cloudy-night,,0.0,0.0,,1023.1,Mostly Cloudy,25.97,1514714400,0.0,4.43,182.0,1.71,0.37
26.11,0.82,20171231,16.49,11,0.66,partly-cloudy-night,,0.0,0.0,,1022.92,Mostly Cloudy,26.11,1514718000,0.0,5.33,180.0,2.14,0.54
26.12,0.84,20171231,16.5,12,0.66,partly-cloudy-night,,0.0,0.0,,1023.42,Mostly Cloudy,26.12,1514721600,0.0,5.32,180.0,2.37,0.62
26.06,1.0,20171231,16.42,13,0.66,cloudy,,0.0,0.0,,1023.49,Overcast,26.06,1514725200,0.0,5.32,183.0,2.51,0.43
24.78,0.77,20171231,15.5,14,0.67,partly-cloudy-night,,0.0,0.0,,1028.16,Mostly Cloudy,24.78,1514728800,0.0,3.74,91.0,2.52,0.47
22.96,0.79,20171231,14.51,15,0.7,partly-cloudy-day,,0.0,0.0,,1028.89,Mostly Cloudy,22.96,1514732400,0.0,4.57,59.0,5.34,1.15
21.64,0.92,20171231,13.34,16,0.7,partly-cloudy-day,,0.0,0.0,,1029.41,Mostly Cloudy,21.64,1514736000,0.0,2.55,28.0,7.03,1.59
20.66,0.87,20171231,12.35,17,0.7,partly-cloudy-day,,0.0,0.0,,1029.26,Mostly Cloudy,20.66,1514739600,1.0,4.1,6.0,8.74,2.8
15.15,0.91,20171231,11.42,18,0.69,partly-cloudy-day,,0.0,0.0,,1029.44,Mostly Cloudy,19.99,1514743200,2.0,4.0,20.0,9.54,3.35
14.42,1.0,20171231,10.25,19,0.68,cloudy,,0.0,0.0,,1029.69,Overcast,18.99,1514746800,2.0,3.26,28.0,8.79,3.11
18.52,1.0,20171231,9.57,20,0.67,cloudy,,0.0,0.0,,1029.8,Overcast,18.52,1514750400,2.0,3.44,30.0,8.56,2.94
18.25,0.84,20171231,9.41,21,0.68,partly-cloudy-day,,0.0,0.0,,1029.58,Mostly Cloudy,18.25,1514754000,1.0,4.09,25.0,7.66,2.54
18.19,0.8,20171231,9.62,22,0.69,partly-cloudy-day,,0.0,0.0,,1030.01,Mostly Cloudy,18.19,1514757600,0.0,4.14,17.0,5.3,1.48
17.99,0.71,20171231,9.39,23,0.68,partly-cloudy-day,,0.0,0.0,,1030.18,Mostly Cloudy,17.99,1514761200,0.0,3.96,25.0,4.12,0.91
16.62,0.73,20180101,8.81,00,0.71,partly-cloudy-night,,0.0,0.0,,1031.45,Mostly Cloudy,16.62,1514764800,0.0,3.73,29.0,2.71,0.6
15.45,0.73,20180101,8.23,01,0.73,partly-cloudy-night,,0.0,0.0,,1032.27,Mostly Cloudy,15.45,1514768400,0.0,3.63,56.0,3.05,0.78
14.48,0.58,20180101,7.66,02,0.74,partly-cloudy-night,,0.0,0.0,,1033.0,Partly Cloudy,14.48,1514772000,0.0,3.92,75.0,3.01,0.79
13.79,0.51,20180101,7.24,03,0.75,partly-cloudy-night,,0.0,0.0,,1032.88,Partly Cloudy,13.79,1514775600,0.0,4.36,85.0,2.77,0.76
13.31,0.53,20180101,6.85,04,0.75,partly-cloudy-night,,0.0,0.0,,1033.11,Partly Cloudy,13.31,1514779200,0.0,5.19,58.0,3.04,0.76
13.19,0.74,20180101,6.69,05,0.75,partly-cloudy-night,,0.0,0.0,,1032.42,Mostly Cloudy,13.19,1514782800,0.0,4.9,80.0,2.89,0.47
13.21,0.94,20180101,6.82,06,0.75,cloudy,,0.0,0.0,,1033.23,Overcast,13.21,1514786400,0.0,4.79,105.0,2.42,0.5
13.13,1.0,20180101,6.84,07,0.75,cloudy,,0.0,0.0,,1033.52,Overcast,13.13,1514790000,0.0,3.9,81.0,2.52,0.46
13.49,1.0,20180101,7.19,08,0.75,cloudy,,0.0,0.0,,1033.7,Overcast,13.49,1514793600,0.0,3.94,89.0,1.59,0.2
13.48,1.0,20180101,7.49,09,0.76,cloudy,,0.0,0.0,,1033.0,Overcast,13.48,1514797200,0.0,5.0,128.0,1.75,0.09
13.17,0.93,20180101,7.36,10,0.77,partly-cloudy-night,,0.0,0.0,,1033.0,Mostly Cloudy,13.17,1514800800,0.0,3.87,139.0,1.28,0.04
12.6,0.77,20180101,6.91,11,0.77,partly-cloudy-night,,0.0,0.0,,1032.13,Mostly Cloudy,12.6,1514804400,0.0,3.16,213.0,1.73,0.25
12.42,0.54,20180101,6.7,12,0.77,partly-cloudy-night,,0.0,0.0,,1032.42,Partly Cloudy,12.42,1514808000,0.0,4.13,184.0,2.46,0.5
12.52,0.24,20180101,6.76,13,0.77,clear-night,,0.0,0.0,,1032.42,Clear,12.52,1514811600,0.0,4.8,179.0,2.34,0.3
13.0,0.34,20180101,7.2,14,0.77,partly-cloudy-night,,0.0,0.0,,1031.9,Partly Cloudy,13.0,1514815200,0.0,4.36,13.0,2.74,0.28
14.1,0.65,20180101,7.82,15,0.76,partly-cloudy-day,,0.0,0.0,,1032.19,Mostly Cloudy,14.1,1514818800,0.0,3.68,71.0,2.4,0.19
18.08,0.77,20180101,10.57,16,0.72,partly-cloudy-day,,0.0,0.0,,1030.78,Mostly Cloudy,18.08,1514822400,0.0,2.7,88.0,2.7,0.15
20.89,0.77,20180101,11.75,17,0.67,partly-cloudy-day,,0.0,0.0,,1029.91,Mostly Cloudy,20.89,1514826000,1.0,2.52,31.0,4.41,0.94
23.47,0.79,20180101,12.51,18,0.62,partly-cloudy-day,,0.0,0.0,,1028.68,Mostly Cloudy,23.47,1514829600,2.0,2.39,21.0,5.97,1.5
26.25,0.75,20180101,13.15,19,0.57,partly-cloudy-day,,0.0,0.0,,1027.49,Mostly Cloudy,26.25,1514833200,2.0,2.63,14.0,6.58,1.8
28.6,0.63,20180101,13.65,20,0.53,partly-cloudy-day,,0.0,0.0,,1025.9,Mostly Cloudy,28.6,1514836800,2.0,3.35,17.0,5.98,1.45
31.26,0.62,20180101,14.26,21,0.49,partly-cloudy-day,,0.0,0.0,,1024.42,Mostly Cloudy,31.26,1514840400,1.0,3.98,26.0,4.4,0.42
33.49,0.62,20180101,14.39,22,0.45,partly-cloudy-day,,0.0,0.0,,1023.92,Mostly Cloudy,33.49,1514844000,1.0,4.98,42.0,4.77,0.78
32.75,0.61,20180101,14.24,23,0.46,partly-cloudy-day,,0.0,0.0,,1024.7,Mostly Cloudy,32.75,1514847600,0.0,4.48,25.0,5.58,1.53
24.47,0.61,20180102,13.19,00,0.54,partly-cloudy-night,,0.0,0.0,,1026.59,Mostly Cloudy,27.86,1514851200,0.0,3.88,20.0,8.48,3.1
22.96,0.61,20180102,12.7,01,0.64,partly-cloudy-night,,0.0,0.0,,1028.68,Mostly Cloudy,22.96,1514854800,0.0,4.23,21.0,6.75,2.07
20.35,0.56,20180102,11.84,02,0.69,partly-cloudy-night,,0.0,0.0,,1029.42,Partly Cloudy,20.35,1514858400,0.0,3.27,12.0,2.51,0.38
18.6,0.54,20180102,11.07,03,0.72,partly-cloudy-night,,0.0,0.0,,1029.59,Partly Cloudy,18.6,1514862000,0.0,2.34,343.0,1.27,0.07
17.46,0.25,20180102,10.5,04,0.74,partly-cloudy-night,,0.0,0.0,,1028.89,Partly Cloudy,17.46,1514865600,0.0,3.19,274.0,1.17,0.13
17.1,0.12,20180102,10.37,05,0.74,clear-night,,0.0,0.0,,1028.94,Clear,17.1,1514869200,0.0,2.31,284.0,1.71,0.21
16.68,0.25,20180102,10.29,06,0.75,partly-cloudy-night,,0.0,0.0,,1029.1,Partly Cloudy,16.68,1514872800,0.0,2.29,289.0,1.51,0.12
16.47,0.56,20180102,10.44,07,0.77,partly-cloudy-night,,0.0,0.0,,1028.68,Partly Cloudy,16.47,1514876400,0.0,2.87,305.0,1.52,0.23
16.81,0.82,20180102,10.74,08,0.77,partly-cloudy-night,,0.0,0.0,,1028.89,Mostly Cloudy,16.81,1514880000,0.0,2.32,344.0,2.23,0.5
16.68,0.62,20180102,10.4,09,0.76,partly-cloudy-night,,0.0,0.0,,1029.8,Mostly Cloudy,16.68,1514883600,0.0,2.5,339.0,1.41,0.17
15.81,0.34,20180102,9.47,10,0.76,partly-cloudy-night,,0.0,0.0,,1030.62,Partly Cloudy,15.81,1514887200,0.0,2.38,291.0,1.3,0.13
15.54,0.75,20180102,9.03,11,0.75,partly-cloudy-night,,0.0,0.0,,1030.51,Mostly Cloudy,15.54,1514890800,0.0,2.45,270.0,1.65,0.18
15.12,0.75,20180102,8.38,12,0.74,partly-cloudy-night,,0.0,0.0,,1031.9,Mostly Cloudy,15.12,1514894400,0.0,2.12,243.0,1.91,0.3
14.94,0.34,20180102,7.96,13,0.73,partly-cloudy-night,,0.0,0.0,,1033.29,Partly Cloudy,14.94,1514898000,0.0,3.8,224.0,2.0,0.53
15.02,0.11,20180102,7.2,14,0.71,clear-night,,0.0,0.0,,1034.18,Clear,15.02,1514901600,0.0,4.2,211.0,2.56,0.78
16.87,0.07,20180102,7.68,15,0.67,clear-day,,0.0,0.0,,1033.52,Clear,16.87,1514905200,0.0,4.48,204.0,3.13,0.77
23.13,0.0,20180102,10.46,16,0.58,clear-day,,0.0,0.0,,1031.9,Clear,23.13,1514908800,0.0,4.17,194.0,4.14,1.14
25.8,0.0,20180102,9.34,17,0.43,clear-day,,0.0,0.0,,1031.39,Clear,28.93,1514912400,1.0,4.2,187.0,8.52,3.03
30.26,0.0,20180102,7.44,18,0.33,clear-day,,0.0,0.0,,1029.0,Clear,33.41,1514916000,2.0,3.74,184.0,9.96,3.51
38.12,0.0,20180102,7.01,19,0.27,clear-day,,0.0,0.0,,1026.99,Clear,38.12,1514919600,2.0,3.95,179.0,8.65,2.68
42.7,0.11,20180102,6.08,20,0.22,clear-day,,0.0,0.0,,1026.19,Clear,42.7,1514923200,2.0,4.19,174.0,4.98,0.7
44.74,0.11,20180102,4.5,21,0.19,clear-day,,0.0,0.0,,1026.0,Clear,44.74,1514926800,1.0,3.71,57.0,4.79,0.82
45.07,0.1,20180102,2.41,22,0.17,clear-day,,0.0,0.0,,1027.19,Clear,45.07,1514930400,1.0,4.29,40.0,5.55,1.1
43.24,0.07,20180102,1.45,23,0.17,clear-day,,0.0,0.0,,1027.69,Clear,43.24,1514934000,0.0,4.4,53.0,4.49,0.87
38.02,0.08,20180103,1.16,00,0.21,clear-night,,0.0,0.0,,1029.54,Clear,38.02,1514937600,0.0,3.21,110.0,2.3,0.42
32.64,0.0,20180103,2.13,01,0.27,clear-night,,0.0,0.0,,1030.84,Clear,32.64,1514941200,0.0,3.27,148.0,1.85,0.46
29.81,0.0,20180103,1.92,02,0.3,clear-night,,0.0,0.0,,1031.65,Clear,29.81,1514944800,0.0,3.65,185.0,2.83,0.71
28.27,0.0,20180103,1.96,03,0.32,clear-night,,0.0,0.0,,1031.39,Clear,28.27,1514948400,0.0,4.0,177.0,2.82,0.72
26.98,0.0,20180103,1.5,04,0.33,clear-night,,0.0,0.0,,1030.85,Clear,26.98,1514952000,0.0,3.56,176.0,2.93,0.69
26.03,0.0,20180103,0.75,05,0.33,clear-night,,0.0,0.0,,1030.41,Clear,26.03,1514955600,0.0,2.32,191.0,3.08,0.59
25.17,0.0,20180103,0.56,06,0.34,clear-night,,0.0,0.0,,1030.01,Clear,25.17,1514959200,0.0,4.06,201.0,3.13,0.66
23.92,0.0,20180103,0.66,07,0.36,clear-night,,0.0,0.0,,1028.68,Clear,23.92,1514962800,0.0,2.52,201.0,3.25,0.81
23.12,0.0,20180103,0.52,08,0.37,clear-night,,0.0,0.0,,1027.39,Clear,23.12,1514966400,0.0,2.82,203.0,3.13,0.78
23.75,0.0,20180103,-0.22,09,0.34,clear-night,,0.0,0.0,,1027.19,Clear,23.75,1514970000,0.0,3.71,205.0,3.01,0.81
24.18,0.0,20180103,-0.1,10,0.34,clear-night,,0.0,0.0,,1027.21,Clear,24.18,1514973600,0.0,2.48,201.0,3.47,1.04
23.84,0.0,20180103,-0.4,11,0.34,clear-night,,0.0,0.0,,1027.39,Clear,23.84,1514977200,0.0,2.75,203.0,3.26,0.87
24.37,0.0,20180103,-0.6,12,0.33,clear-night,,0.0,0.0,,1028.44,Clear,24.37,1514980800,0.0,2.92,201.0,2.73,0.81
24.27,0.0,20180103,-0.91,13,0.33,fog,,0.0,0.0,,1029.0,Foggy,24.27,1514984400,0.0,1.59,209.0,3.13,0.84
24.98,0.06,20180103,-1.02,14,0.31,clear-night,,0.0,0.0,,1029.53,Clear,24.98,1514988000,0.0,4.08,202.0,3.92,1.21
27.64,0.15,20180103,-0.99,15,0.28,clear-day,,0.0,0.0,,1029.1,Clear,27.64,1514991600,0.0,4.92,193.0,4.24,1.45
33.99,0.05,20180103,1.49,16,0.25,clear-day,,0.0,0.0,,1027.19,Clear,33.99,1514995200,0.0,2.21,183.0,6.68,2.39
40.13,0.27,20180103,3.63,17,0.2,partly-cloudy-day,,0.0,0.0,,1025.9,Partly Cloudy,41.68,1514998800,1.0,3.49,173.0,8.79,3.13
45.89,0.37,20180103,3.45,18,0.16,partly-cloudy-day,,0.0,0.0,,1024.42,Partly Cloudy,47.19,1515002400,2.0,3.99,160.0,10.11,3.68
51.19,0.36,20180103,3.3,19,0.14,partly-cloudy-day,,0.0,0.0,,1022.31,Partly Cloudy,51.19,1515006000,2.0,4.39,148.0,9.43,2.97
52.59,0.44,20180103,3.58,20,0.13,partly-cloudy-day,,0.0,0.0,,1020.78,Partly Cloudy,52.59,1515009600,2.0,3.76,127.0,6.98,1.43
53.03,0.52,20180103,4.47,21,0.14,partly-cloudy-day,,0.0,0.0,,1019.89,Partly Cloudy,53.03,1515013200,1.0,4.78,29.0,5.82,0.35
52.56,0.43,20180103,5.65,22,0.15,partly-cloudy-day,,0.0,0.0,,1020.62,Partly Cloudy,52.56,1515016800,1.0,4.77,359.0,7.08,0.89
50.06,0.61,20180103,8.64,23,0.18,partly-cloudy-day,,0.0,0.0,,1020.01,Mostly Cloudy,50.06,1515020400,0.0,5.08,357.0,5.4,0.92
44.66,0.57,20180104,9.89,00,0.24,partly-cloudy-night,,0.0,0.0,,1021.12,Partly Cloudy,44.66,1515024000,0.0,4.9,314.0,3.6,0.75
40.16,0.63,20180104,9.69,01,0.28,partly-cloudy-night,,0.0,0.0,,1021.62,Mostly Cloudy,40.16,1515027600,0.0,3.98,299.0,3.11,0.56
36.95,0.49,20180104,9.47,02,0.31,partly-cloudy-night,,0.0,0.0,,1022.09,Partly Cloudy,36.95,1515031200,0.0,3.98,298.0,3.11,0.57
34.92,0.46,20180104,9.11,03,0.34,partly-cloudy-night,,0.0,0.0,,1022.79,Partly Cloudy,34.92,1515034800,0.0,4.83,280.0,2.8,0.73
33.56,0.48,20180104,9.63,04,0.36,partly-cloudy-night,,0.0,0.0,,1021.79,Partly Cloudy,33.56,1515038400,0.0,3.47,260.0,2.19,0.58
32.82,0.43,20180104,10.04,05,0.38,partly-cloudy-night,,0.0,0.0,,1020.5,Partly Cloudy,32.82,1515042000,0.0,4.16,249.0,2.11,0.4
32.25,0.27,20180104,10.21,06,0.39,partly-cloudy-night,,0.0,0.0,,1020.7,Partly Cloudy,32.25,1515045600,0.0,5.3,266.0,2.16,0.42
31.57,0.36,20180104,10.57,07,0.41,partly-cloudy-night,,0.0,0.0,,1020.62,Partly Cloudy,31.57,1515049200,0.0,4.57,256.0,1.7,0.34
31.4,0.48,20180104,10.57,08,0.41,partly-cloudy-night,,0.0,0.0,,1020.62,Partly Cloudy,31.4,1515052800,0.0,4.16,246.0,1.48,0.22
30.93,0.5,20180104,10.74,09,0.42,partly-cloudy-night,,0.0,0.0,,1020.99,Partly Cloudy,30.93,1515056400,0.0,4.34,240.0,1.48,0.35
31.07,0.5,20180104,10.47,10,0.42,partly-cloudy-night,,0.0,0.0,,1021.92,Partly Cloudy,31.07,1515060000,0.0,4.09,215.0,2.4,0.68
30.49,0.38,20180104,10.31,11,0.42,partly-cloudy-night,,0.0,0.0,,1021.64,Partly Cloudy,30.49,1515063600,0.0,4.13,204.0,2.01,0.38
29.95,0.18,20180104,9.27,12,0.41,clear-night,,0.0,0.0,,1023.1,Clear,29.95,1515067200,0.0,3.35,198.0,2.35,0.38
28.49,0.16,20180104,8.58,13,0.42,clear-night,,0.0,0.0,,1024.8,Clear,28.49,1515070800,0.0,3.25,206.0,2.21,0.5
27.7,0.19,20180104,7.41,14,0.42,clear-night,,0.0,0.0,,1026.03,Clear,27.7,1515074400,0.0,2.3,222.0,2.36,0.48
27.7,0.3,20180104,7.59,15,0.42,partly-cloudy-day,,0.0,0.0,,1025.61,Partly Cloudy,27.7,1515078000,0.0,3.82,200.0,2.6,0.82
34.86,0.13,20180104,8.07,16,0.32,clear-day,,0.0,0.0,,1024.99,Clear,34.86,1515081600,0.0,3.87,192.0,3.45,1.13
41.88,0.15,20180104,8.4,17,0.25,clear-day,,0.0,0.0,,1024.35,Clear,41.88,1515085200,1.0,3.88,169.0,4.47,1.2
46.66,0.15,20180104,8.29,18,0.2,clear-day,,0.0,0.0,,1023.01,Clear,46.66,1515088800,2.0,4.0,162.0,6.1,2.04
49.48,0.12,20180104,8.84,19,0.19,clear-day,,0.0,0.0,,1021.92,Clear,49.48,1515092400,2.0,4.38,128.0,5.88,1.6
50.89,0.15,20180104,9.76,20,0.19,clear-day,,0.0,0.0,,1020.7,Clear,50.89,1515096000,2.0,4.27,110.0,5.63,1.32
51.78,0.16,20180104,9.76,21,0.18,clear-day,,0.0,0.0,,1020.21,Clear,51.78,1515099600,1.0,4.39,102.0,5.24,0.99
52.12,0.14,20180104,9.69,22,0.18,clear-day,,0.0,0.0,,1020.21,Clear,52.12,1515103200,1.0,4.43,93.0,5.86,1.4
50.37,0.11,20180104,10.3,23,0.2,clear-day,,0.0,0.0,,1020.78,Clear,50.37,1515106800,0.0,5.02,87.0,4.94,1.24
44.91,0.05,20180105,11.12,00,0.25,clear-night,,0.0,0.0,,1021.71,Clear,44.91,1515110400,0.0,3.28,100.0,3.6,0.81
39.81,0.0,20180105,11.84,01,0.31,clear-night,,0.0,0.0,,1024.89,Clear,39.81,1515114000,0.0,3.65,126.0,3.0,0.27
36.62,0.0,20180105,11.89,02,0.35,clear-night,,0.0,0.0,,1024.89,Clear,36.62,1515117600,0.0,3.31,177.0,3.02,0.28
33.43,0.0,20180105,11.57,03,0.4,clear-night,,0.0,0.0,,1024.9,Clear,33.43,1515121200,0.0,3.37,165.0,3.15,0.58
31.79,0.0,20180105,11.38,04,0.42,clear-night,,0.0,0.0,,1023.1,Clear,31.79,1515124800,0.0,2.94,204.0,2.63,0.65
30.58,0.0,20180105,11.06,05,0.44,clear-night,,0.0,0.0,,1022.04,Clear,30.58,1515128400,0.0,3.36,191.0,2.88,0.53
29.74,0.11,20180105,10.66,06,0.44,clear-night,,0.0,0.0,,1021.62,Clear,29.74,1515132000,0.0,3.0,236.0,2.68,0.4
29.38,0.07,20180105,10.63,07,0.45,clear-night,,0.0,0.0,,1020.29,Clear,29.38,1515135600,0.0,4.41,214.0,2.75,0.63
28.59,0.1,20180105,11.01,08,0.47,fog,,0.0,0.0,,1020.83,Foggy,28.59,1515139200,0.0,1.0,217.0,2.64,0.65
28.44,0.15,20180105,10.98,09,0.47,clear-night,,0.0,0.0,,1019.61,Clear,28.44,1515142800,0.0,3.45,201.0,2.37,0.63
29.32,0.24,20180105,11.3,10,0.46,clear-night,,0.0,0.0,,1019.81,Clear,29.32,1515146400,0.0,4.08,217.0,2.83,0.46
28.8,0.24,20180105,11.28,11,0.47,clear-night,,0.0,0.0,,1020.09,Clear,28.8,1515150000,0.0,4.23,197.0,2.77,0.47
28.61,0.25,20180105,11.23,12,0.48,partly-cloudy-night,,0.0,0.0,,1021.71,Partly Cloudy,28.61,1515153600,0.0,3.91,234.0,2.36,0.42
29.43,0.22,20180105,11.75,13,0.47,clear-night,,0.0,0.0,,1022.7,Clear,29.43,1515157200,0.0,4.1,220.0,3.18,0.47
30.75,0.49,20180105,12.42,14,0.46,partly-cloudy-night,,0.0,0.0,,1022.79,Partly Cloudy,30.75,1515160800,0.0,4.42,218.0,3.59,0.6
32.56,0.55,20180105,13.26,15,0.44,partly-cloudy-day,,0.0,0.0,,1022.61,Partly Cloudy,32.56,1515164400,0.0,4.49,213.0,3.49,0.53
37.7,0.44,20180105,15.12,16,0.39,partly-cloudy-day,,0.0,0.0,,1022.84,Partly Cloudy,37.7,1515168000,0.0,2.89,208.0,3.36,0.56
43.74,0.75,20180105,16.73,17,0.33,partly-cloudy-day,,0.0,0.0,,1021.46,Mostly Cloudy,43.74,1515171600,1.0,3.35,188.0,4.27,0.86
47.13,0.61,20180105,17.63,18,0.3,partly-cloudy-day,,0.0,0.0,,1020.21,Mostly Cloudy,47.13,1515175200,2.0,4.65,204.0,3.5,0.51
50.02,0.62,20180105,18.37,19,0.28,partly-cloudy-day,,0.0,0.0,,1019.49,Mostly Cloudy,50.02,1515178800,2.0,4.55,221.0,3.12,0.38
52.44,0.61,20180105,18.78,20,0.26,partly-cloudy-day,,0.0,0.0,,1018.8,Mostly Cloudy,52.44,1515182400,2.0,4.45,194.0,3.26,0.22
54.15,0.61,20180105,19.31,21,0.25,partly-cloudy-day,,0.0,0.0,,1018.49,Mostly Cloudy,54.15,1515186000,1.0,4.63,346.0,3.87,0.24
56.54,0.61,20180105,19.94,22,0.24,partly-cloudy-day,,0.0,0.0,,1018.49,Mostly Cloudy,56.54,1515189600,1.0,3.84,358.0,5.1,0.81
56.28,0.6,20180105,20.21,23,0.24,partly-cloudy-day,,0.0,0.0,,1019.1,Mostly Cloudy,56.28,1515193200,0.0,3.87,327.0,7.4,1.71
51.9,0.47,20180106,19.61,00,0.28,partly-cloudy-night,,0.0,0.0,,1019.69,Partly Cloudy,51.9,1515196800,0.0,3.67,320.0,3.82,0.58
46.24,0.38,20180106,20.05,01,0.35,partly-cloudy-night,,0.0,0.0,,1020.78,Partly Cloudy,46.24,1515200400,0.0,5.01,298.0,2.69,0.42
44.27,0.41,20180106,20.35,02,0.38,partly-cloudy-night,,0.0,0.0,,1022.34,Partly Cloudy,44.27,1515204000,0.0,3.27,303.0,3.29,0.38
42.45,0.32,20180106,20.28,03,0.41,partly-cloudy-night,,0.0,0.0,,1022.22,Partly Cloudy,42.45,1515207600,0.0,4.4,243.0,2.71,0.12
39.01,0.16,20180106,19.98,04,0.46,clear-night,,0.0,0.0,,1020.78,Clear,39.01,1515211200,0.0,4.57,246.0,3.19,0.35
37.28,0.13,20180106,19.33,05,0.48,clear-night,,0.0,0.0,,1020.46,Clear,37.28,1515214800,0.0,2.95,236.0,3.13,0.52
35.78,0.0,20180106,19.21,06,0.5,clear-night,,0.0,0.0,,1019.61,Clear,35.78,1515218400,0.0,3.03,226.0,2.68,0.22
34.19,0.18,20180106,19.0,07,0.53,clear-night,,0.0,0.0,,1020.09,Clear,34.19,1515222000,0.0,5.97,230.0,2.27,0.26
32.56,0.21,20180106,18.53,08,0.56,clear-night,,0.0,0.0,,1019.69,Clear,32.56,1515225600,0.0,3.05,218.0,1.9,0.32
31.52,0.0,20180106,18.83,09,0.59,clear-night,,0.0,0.0,,1019.81,Clear,31.52,1515229200,0.0,2.77,210.0,2.48,0.58
32.04,0.29,20180106,18.71,10,0.57,partly-cloudy-night,,0.0,0.0,,1019.1,Partly Cloudy,32.04,1515232800,0.0,4.59,199.0,2.79,0.62
32.83,0.22,20180106,18.7,11,0.56,clear-night,,0.0,0.0,,1018.19,Clear,32.83,1515236400,0.0,4.7,193.0,2.7,0.38
32.51,0.36,20180106,19.03,12,0.57,partly-cloudy-night,,0.0,0.0,,1017.74,Partly Cloudy,32.51,1515240000,0.0,3.8,205.0,2.67,0.29
32.72,0.58,20180106,19.34,13,0.57,partly-cloudy-night,,0.0,0.0,,1018.91,Partly Cloudy,32.72,1515243600,0.0,5.2,265.0,2.92,0.32
32.78,0.57,20180106,19.68,14,0.58,partly-cloudy-night,,0.0,0.0,,1018.84,Partly Cloudy,32.78,1515247200,0.0,4.23,246.0,2.71,0.27
32.88,0.6,20180106,20.1,15,0.59,partly-cloudy-day,,0.0,0.0,,1020.62,Mostly Cloudy,32.88,1515250800,0.0,4.41,271.0,2.54,0.19
35.69,0.65,20180106,21.56,16,0.56,partly-cloudy-day,,0.0,0.0,,1020.41,Mostly Cloudy,35.69,1515254400,0.0,4.84,245.0,2.46,0.41
42.09,0.62,20180106,22.7,17,0.46,partly-cloudy-day,,0.0,0.0,,1018.61,Mostly Cloudy,42.09,1515258000,1.0,3.81,218.0,3.25,0.35
46.95,0.64,20180106,22.46,18,0.38,partly-cloudy-day,,0.0,0.0,,1016.19,Mostly Cloudy,46.95,1515261600,2.0,4.35,203.0,4.19,0.18
51.3,0.72,20180106,22.42,19,0.32,partly-cloudy-day,,0.0,0.0,,1014.51,Mostly Cloudy,51.3,1515265200,2.0,3.75,73.0,3.97,0.39
54.96,0.65,20180106,22.68,20,0.28,partly-cloudy-day,,0.0,0.0,,1012.91,Mostly Cloudy,54.96,1515268800,2.0,4.53,40.0,4.58,0.82
56.3,0.68,20180106,22.59,21,0.27,partly-cloudy-day,,0.0,0.0,,1011.61,Mostly Cloudy,56.3,1515272400,1.0,4.32,38.0,5.79,0.94
56.86,0.74,20180106,22.56,22,0.26,partly-cloudy-day,,0.0,0.0,,1010.9,Mostly Cloudy,56.86,1515276000,1.0,3.98,28.0,4.32,0.78
56.3,0.75,20180106,22.85,23,0.27,partly-cloudy-day,,0.0,0.0,,1009.79,Mostly Cloudy,56.3,1515279600,0.0,4.17,19.0,3.76,0.7
51.35,0.69,20180107,22.48,00,0.32,partly-cloudy-night,,0.0,0.0,,1011.0,Mostly Cloudy,51.35,1515283200,0.0,4.31,306.0,2.24,0.16
47.0,0.69,20180107,22.78,01,0.38,partly-cloudy-night,,0.0,0.0,,1011.34,Mostly Cloudy,47.0,1515286800,0.0,3.46,287.0,2.76,0.17
44.72,0.75,20180107,23.28,02,0.42,partly-cloudy-night,,0.0,0.0,,1010.8,Mostly Cloudy,44.72,1515290400,0.0,4.08,92.0,2.3,0.07
43.35,0.71,20180107,23.24,03,0.45,partly-cloudy-night,,0.0,0.0,,1010.2,Mostly Cloudy,43.35,1515294000,0.0,5.18,281.0,2.61,0.31
42.24,0.75,20180107,23.2,04,0.46,partly-cloudy-night,,0.0,0.0,,1010.5,Mostly Cloudy,42.24,1515297600,0.0,3.88,270.0,3.5,0.38
41.06,0.71,20180107,23.37,05,0.49,partly-cloudy-night,,0.0,0.0,,1009.91,Mostly Cloudy,41.06,1515301200,0.0,3.93,275.0,3.69,0.32
40.53,0.91,20180107,23.65,06,0.51,partly-cloudy-night,,0.0,0.0,,1009.31,Mostly Cloudy,40.53,1515304800,0.0,5.08,314.0,2.96,0.31
40.11,0.8,20180107,23.65,07,0.51,partly-cloudy-night,,0.0,0.0,,1008.9,Mostly Cloudy,40.11,1515308400,0.0,4.48,289.0,2.16,0.22
38.96,0.62,20180107,23.55,08,0.54,partly-cloudy-night,,0.0,0.0,,1008.6,Mostly Cloudy,38.96,1515312000,0.0,4.16,304.0,1.77,0.13
